kenteken;voertuigsoort;merk;handelsbenaming;datum_tenaamstelling;inrichting;eerste_kleur;tweede_kleur;aantal_cilinders;massa_ledig_voertuig;massa_rijklaar;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;technische_max_massa_voertuig;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;plaats_chassisnummer;maximum_last_onder_de_vooras_sen_tezamen_koppeling;vervaldatum_apk;toegestane_maximum_massa_voertuig;laadvermogen;vervaldatum_apk_dt;aantal_zitplaatsen;cilinderinhoud;type_gasinstallatie;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;bruto_bpm;catalogusprijs;type;typegoedkeuringsnummer;variant;uitvoering;aantal_rolstoelplaatsen;zuinigheidsclassificatie;maximum_ondersteunende_snelheid
00HFJ5;Personenauto;OPEL;AGILA;20180111;stationwagen;BLAUW;Niet geregistreerd;3;950;1050;20081031;20081031;Geen verstrekking in Open Data;Ja;4;4;0;0;374;0;M1;1485;0;0.05;236;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2018-01-11T00:00:00.000;2008-10-31T00:00:00.000;2008-10-31T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op r. schroefveerkoker onder motorkap;;20240105;1485;;2024-01-05T00:00:00.000;5;996;;;;1543;11969;H-B;e4*2001/116*0135*02;AA11;1A01A1AAAA5;0;B;
00HFL8;Personenauto;OPEL;MERIVA-A;20081030;MPV;GRIJS;Niet geregistreerd;4;1275;1375;20081030;20081030;Geen verstrekking in Open Data;Ja;4;4;0;0;405;0;M1;1830;0;0.06;263;Nee;Nee;Nee;3060;2022;Logisch;00;Ja;2008-10-30T00:00:00.000;2008-10-30T00:00:00.000;2008-10-30T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20231030;1830;;2023-10-30T00:00:00.000;5;1598;;675;1200;4370;19655;X01MONOCAB;e1*2001/116*0215*12;AJ11;1A02A2BJAH5;0;D;
00HFR3;Personenauto;OPEL;CORSA;20180825;MPV;GRIJS;Niet geregistreerd;4;1059;1159;20081104;20081104;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;1605;0;0.05;251;Nee;Nee;Nee;2455;2022;Logisch;00;Ja;2018-08-25T00:00:00.000;2008-11-04T00:00:00.000;2008-11-04T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20230421;1605;;2023-04-21T00:00:00.000;5;1229;;500;850;2697;16370;S-D;e1*2001/116*0379*08;KB11;1A16A77BDA5;0;B;0.00
00HFT6;Personenauto;OPEL;ASTRA;20200716;hatchback;GRIJS;Niet geregistreerd;4;1170;1270;20081105;20081105;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;1765;0;0.07;261;Nee;Nee;Nee;3020;2022;Logisch;00;Ja;2020-07-16T00:00:00.000;2008-11-05T00:00:00.000;2008-11-05T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20231115;1765;;2023-11-15T00:00:00.000;5;1598;;635;1200;5048;23364;;e1*2001/116*0261*12;BS11;1A13ALEABN5;0;C;
00HGG1;Personenauto;OPEL;CORSA;20121022;MPV;GRIJS;Niet geregistreerd;4;1135;1235;20081107;20081107;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;1695;0;0.04;251;Nee;Nee;Nee;2460;2022;Logisch;00;Ja;2012-10-22T00:00:00.000;2008-11-07T00:00:00.000;2008-11-07T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20231109;1695;;2023-11-09T00:00:00.000;5;1248;;500;750;4285;19475;S-D;e1*2001/116*0379*08;PD11;2A08B3RDJE5;0;B;0.00
00HGG2;Personenauto;OPEL;CORSA;20210412;MPV;GRIJS;Niet geregistreerd;4;1063;1163;20081107;20081107;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;1615;0;0.06;251;Nee;Nee;Nee;2590;2022;Logisch;00;Ja;2021-04-12T00:00:00.000;2008-11-07T00:00:00.000;2008-11-07T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20230319;1615;;2023-03-19T00:00:00.000;5;1364;;500;1000;2762;16618;S-D;e1*2001/116*0379*07;PC11;1A06A8LBCC5;0;B;0.00
00HGH7;Personenauto;OPEL;CORSA;20210521;MPV;GRIJS;Niet geregistreerd;4;1063;1163;20081107;20081107;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;1615;0;0.06;251;Nee;Nee;Nee;2590;2022;Logisch;00;Ja;2021-05-21T00:00:00.000;2008-11-07T00:00:00.000;2008-11-07T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20231107;1615;;2023-11-07T00:00:00.000;5;1364;;500;1000;2913;17194;S-D;e1*2001/116*0379*07;PC11;1A06A8LBCC5;0;B;0.00
00HGL5;Personenauto;OPEL;ASTRA STATION WAGON;20221109;stationwagen;ZWART;Niet geregistreerd;4;1215;1315;20081114;20081114;Geen verstrekking in Open Data;Ja;4;4;0;0;452;0;M1;1860;0;0.06;270;Ja;Nee;Nee;3000;2022;Logisch;00;Nee;2022-11-09T00:00:00.000;2008-11-14T00:00:00.000;2008-11-14T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20221114;1860;;2022-11-14T00:00:00.000;5;1598;;657;1100;4646;23802;A-H/SW;e1*2001/116*0293*10;FS11;1A02A5EABN5;0;B;
00HGP7;Personenauto;OPEL;CORSA;20191029;MPV;ZWART;Niet geregistreerd;4;1059;1159;20081119;20081119;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;1605;0;0.05;251;Nee;Nee;Nee;2455;2022;Logisch;00;Ja;2019-10-29T00:00:00.000;2008-11-19T00:00:00.000;2008-11-19T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20231119;1605;;2023-11-19T00:00:00.000;5;1229;;500;850;2672;16274;S-D;e1*2001/116*0379*08;KB11;1A16A77BDA5;0;B;0.00
00HGV5;Personenauto;OPEL;AGILA;20180202;stationwagen;BLAUW;Niet geregistreerd;4;965;1065;20081120;20081120;Geen verstrekking in Open Data;Ja;4;4;0;0;374;0;M1;1485;0;0.06;236;Nee;Nee;Nee;1685;2022;Logisch;00;Ja;2018-02-02T00:00:00.000;2008-11-20T00:00:00.000;2008-11-20T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op r. schroefveerkoker onder motorkap;;20231111;1485;;2023-11-11T00:00:00.000;5;1242;;200;200;2231;14592;H-B;e4*2001/116*0135*02;AB11;1A02A1AABA5;0;B;
00HHD7;Personenauto;OPEL;AGILA;20180827;stationwagen;BLAUW;Niet geregistreerd;4;965;1065;20081121;20081121;Geen verstrekking in Open Data;Ja;4;4;0;0;374;0;M1;1485;0;0.06;236;Nee;Nee;Nee;1685;2022;Logisch;00;Ja;2018-08-27T00:00:00.000;2008-11-21T00:00:00.000;2008-11-21T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op r. schroefveerkoker onder motorkap;;20230827;1485;;2023-08-27T00:00:00.000;5;1242;;200;200;2263;14713;H-B;e4*2001/116*0135*02;AB11;1A02A1AABA5;0;B;
00HHG3;Personenauto;OPEL;ASTRA STATION WAGON;20140212;stationwagen;ZWART;Niet geregistreerd;4;1215;1315;20081121;20081121;Geen verstrekking in Open Data;Ja;4;4;0;0;452;0;M1;1860;0;0.06;270;Nee;Nee;Nee;3000;2022;Logisch;00;Ja;2014-02-12T00:00:00.000;2008-11-21T00:00:00.000;2008-11-21T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20231121;1860;;2023-11-21T00:00:00.000;5;1598;;657;1100;4788;24343;A-H/SW;e1*2001/116*0293*09;FS11;1A02A5EABN5;0;B;
00HHK5;Personenauto;OPEL;ZAFIRA;20171020;MPV;ZWART;Niet geregistreerd;4;1405;1505;20071130;20081128;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;2090;0;0.05;270;Nee;Nee;Nee;3100;2022;Geen oordeel;05;Ja;2017-10-20T00:00:00.000;2007-11-30T00:00:00.000;2008-11-28T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20231024;2090;;2023-10-24T00:00:00.000;7;1598;;750;1000;3145;;;e1*2001/116*0325*04;BJ11;1A01A2BAAE7;0;C;
00HHP4;Personenauto;OPEL;CORSA;20181016;MPV;GRIJS;Niet geregistreerd;4;1059;1159;20081128;20081128;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;1605;0;0.05;251;Nee;Nee;Nee;2455;2023;Logisch;00;Ja;2018-10-16T00:00:00.000;2008-11-28T00:00:00.000;2008-11-28T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20240118;1605;;2024-01-18T00:00:00.000;5;1229;;500;850;2672;16274;S-D;e1*2001/116*0379*08;KB11;1A16A77BDA5;0;B;0.00
00HHS6;Personenauto;OPEL;ASTRA STATION WAGON;20120531;stationwagen;GRIJS;Niet geregistreerd;4;1215;1315;20081129;20081129;Geen verstrekking in Open Data;Ja;4;4;0;0;452;0;M1;1860;0;0.06;270;Nee;Nee;Nee;3000;2022;Logisch;00;Ja;2012-05-31T00:00:00.000;2008-11-29T00:00:00.000;2008-11-29T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20230529;1860;;2023-05-29T00:00:00.000;5;1598;;657;1100;4843;24552;A-H/SW;e1*2001/116*0293*11;FS11;1A02A5EABN5;0;B;
00HHZ5;Personenauto;OPEL;ASTRA GTC;20180124;coupe;GRIJS;Niet geregistreerd;4;1293;1393;20060406;20090313;Geen verstrekking in Open Data;Nee;2;4;0;0;429;0;M1;1840;0;0.13;261;Nee;Nee;Nee;0;2018;Geen oordeel;05;Ja;2018-01-24T00:00:00.000;2006-04-06T00:00:00.000;2009-03-13T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20190314;1840;;2019-03-14T00:00:00.000;5;1998;;;;1986;;;e4*2001/116*0094*03;KM11;1A11ACLGHT5;0;F;
00HKT7;Personenauto;OPEL;AGILA;20091224;stationwagen;BLAUW;Niet geregistreerd;3;950;1050;20090102;20090102;Geen verstrekking in Open Data;Ja;4;4;0;0;374;0;M1;1485;0;0.05;236;Nee;Nee;Nee;0;2023;Logisch;00;Ja;2009-12-24T00:00:00.000;2009-01-02T00:00:00.000;2009-01-02T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op r. schroefveerkoker onder motorkap;;20240102;1485;;2024-01-02T00:00:00.000;5;996;;;;1975;13617;H-B;e4*2001/116*0135*01;AA11;1A01A1AAAA5;0;B;
00HNG8;Personenauto;OPEL;ASTRA STATION WAGON;20130412;stationwagen;BLAUW;Niet geregistreerd;4;1215;1315;20090109;20090109;Geen verstrekking in Open Data;Ja;4;4;0;0;452;0;M1;1860;0;0.06;270;Nee;Nee;Nee;3000;2022;Logisch;00;Ja;2013-04-12T00:00:00.000;2009-01-09T00:00:00.000;2009-01-09T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20240109;1860;;2024-01-09T00:00:00.000;5;1598;;657;1100;3943;21647;A-H/SW;e1*2001/116*0293*11;FS11;1A02A5EABN5;0;B;
00HNG9;Personenauto;OPEL;AGILA;20111101;stationwagen;GRIJS;Niet geregistreerd;4;1015;1115;20090108;20090108;Geen verstrekking in Open Data;Ja;4;4;0;0;374;0;M1;1485;0;0.06;236;Nee;Nee;Nee;1685;2023;Logisch;00;Ja;2011-11-01T00:00:00.000;2009-01-08T00:00:00.000;2009-01-08T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op r. schroefveerkoker onder motorkap;;20240108;1485;;2024-01-08T00:00:00.000;5;1242;;200;200;3102;16220;H-B;e4*2001/116*0135*02;AB11;1A03A1ABCA5;0;C;
00HNH2;Personenauto;OPEL;AGILA;20221128;stationwagen;ZWART;Niet geregistreerd;4;1015;1115;20090112;20090112;Geen verstrekking in Open Data;Ja;4;4;0;0;374;0;M1;1485;0;0.06;236;Nee;Nee;Nee;1685;2022;Logisch;00;Ja;2022-11-28T00:00:00.000;2009-01-12T00:00:00.000;2009-01-12T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op r. schroefveerkoker onder motorkap;;20230707;1485;;2023-07-07T00:00:00.000;5;1242;;200;200;3102;16220;H-B;e4*2001/116*0135*02;AB11;1A03A1ABCA5;0;C;
00HNH5;Personenauto;OPEL;AGILA;20150716;stationwagen;GRIJS;Niet geregistreerd;4;965;1065;20090109;20090109;Geen verstrekking in Open Data;Ja;4;4;0;0;374;0;M1;1485;0;0.06;236;Nee;Nee;Nee;1685;2022;Geen oordeel;02;Ja;2015-07-16T00:00:00.000;2009-01-09T00:00:00.000;2009-01-09T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op r. schroefveerkoker onder motorkap;;20240109;1485;;2024-01-09T00:00:00.000;5;1242;;200;200;2224;14814;H-B;e4*2001/116*0135*02;AB11;1A02A1AABA5;0;B;
00HNH6;Personenauto;OPEL;VECTRA STATION WAGON;20090109;stationwagen;ZWART;Niet geregistreerd;4;1375;1475;20090109;20090109;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;2030;0;0.07;283;Nee;Nee;Nee;3385;2022;Logisch;00;Ja;2009-01-09T00:00:00.000;2009-01-09T00:00:00.000;2009-01-09T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20240110;2030;;2024-01-10T00:00:00.000;5;1796;;725;1400;6075;28040;;e1*2001/116*0292*08;BT11;1A12BMAASEJ5;0;C;
