kenteken;voertuigsoort;merk;handelsbenaming;datum_tenaamstelling;inrichting;eerste_kleur;tweede_kleur;aantal_cilinders;massa_ledig_voertuig;massa_rijklaar;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;vervaldatum_apk;bruto_bpm;aantal_zitplaatsen;cilinderinhoud;toegestane_maximum_massa_voertuig;typegoedkeuringsnummer;variant;uitvoering;aantal_rolstoelplaatsen;jaar_laatste_registratie_tellerstand;vervaldatum_apk_dt;catalogusprijs;zuinigheidsclassificatie;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;maximum_last_onder_de_vooras_sen_tezamen_koppeling;type;maximum_ondersteunende_snelheid;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;hoogte_voertuig;type_gasinstallatie;maximale_constructiesnelheid
11NTS1;Personenauto;PORSCHE;911 GT2;20200518;coupe;ZWART;Niet geregistreerd;6;1395;1495;20040325;20101125;Geen verstrekking in Open Data;Ja;2;4;0;0;445;0;M1;r. tegen schutbord in kofferruimte;1730;0;0.24;236;Nee;Nee;Nee;0;Geen oordeel;05;Ja;2020-05-18T00:00:00.000;2004-03-25T00:00:00.000;2010-11-25T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231111;70218;2;3600;1730;e13*98/14*0059*07;LZ11;02;0;2022;2023-11-11T00:00:00.000;272408;G;;;;;;;;;;
11NTTP;Personenauto;PORSCHE;911 CARRERA;20220706;coupe;ZWART;Niet geregistreerd;6;1400;1500;20040220;20040220;Geen verstrekking in Open Data;Nee;2;4;0;0;443;0;M1;r. tegen schutbord in kofferruimte;1845;0;0.16;235;Nee;Nee;Nee;0;Logisch;00;Ja;2022-07-06T00:00:00.000;2004-02-20T00:00:00.000;2004-02-20T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231213;35798;4;3596;1845;e13*98/14*0031*13;CF12;01;0;2022;2023-12-13T00:00:00.000;;G;;;;;;;;;;
11NXT1;Personenauto;PORSCHE;CAYENNE S;20230204;stationwagen;ZWART;Niet geregistreerd;8;2040;2140;20100514;20101217;Geen verstrekking in Open Data;Ja;4;4;0;0;485;0;M1;r. bodemplaat by voorzitting;2840;0;0.14;290;Ja;Nee;Nee;6340;Geen oordeel;07;Nee;2023-02-04T00:00:00.000;2010-05-14T00:00:00.000;2010-12-17T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230622;24522;5;4806;2840;e13*2007/46*1085*00;EB22;02;0;2023;2023-06-22T00:00:00.000;118503;E;750;3500;;92A;0.00;;;;;
11PGP6;Personenauto;PORSCHE;BOXSTER;20220421;cabriolet;ZWART;Niet geregistreerd;6;1235;1335;20000418;20110112;Geen verstrekking in Open Data;Nee;2;4;;;;;M1;r. by schutbord;1570;;0.12;242;Nee;Nee;Nee;;Geen oordeel;05;Ja;2022-04-21T00:00:00.000;2000-04-18T00:00:00.000;2011-01-12T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230902;419;2;2687;1570;;;;;2022;2023-09-02T00:00:00.000;;;;;0;;;;;;;
11PNTF;Personenauto;PORSCHE;CAYENNE;20190923;stationwagen;ZWART;Niet geregistreerd;6;2145;2245;20040920;20040920;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. in kofferruimte by reservewiel;2945;0;0.08;286;Nee;Ja;Nee;6445;Logisch;00;Ja;2019-09-23T00:00:00.000;2004-09-20T00:00:00.000;2004-09-20T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230801;19886;5;3189;2945;e13*2001/116*0089*03;EC22;01;0;2022;2023-08-01T00:00:00.000;;G;750;3500;;;0.00;;;;;
11PZH4;Personenauto;PORSCHE;911 CARRERA GTS;20220920;coupe;ZWART;Niet geregistreerd;6;1425;1525;20110413;20110413;Geen verstrekking in Open Data;Ja;2;4;0;0;444;0;M1;r. schutbord by kofferruimte;1860;0;0.20;235;Nee;Nee;Nee;0;Logisch;00;Ja;2022-09-20T00:00:00.000;2011-04-13T00:00:00.000;2011-04-13T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230512;35270;4;3800;1860;e13*2001/116*0137*15;CF12;25;0;2022;2023-05-12T00:00:00.000;158684;G;;;;997;;;;;;
11RDGN;Personenauto;PORSCHE;911 CARRERA;20160713;coupe;ZWART;Niet geregistreerd;6;1435;1535;20050217;20050217;Geen verstrekking in Open Data;Ja;2;4;0;0;443;0;M1;r. tegen schutbord in kofferruimte;1865;1;0.17;235;Nee;Nee;Nee;0;Logisch;00;Ja;2016-07-13T00:00:00.000;2005-02-17T00:00:00.000;2005-02-17T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230813;38781;4;3824;1865;e13*2001/116*0137*00;CB12;01;0;2022;2023-08-13T00:00:00.000;;G;;;;;;;;;;
11RFZT;Personenauto;PORSCHE;911 CARRERA 2 CABRIOLET  U9;20060308;cabriolet;ZWART;Niet geregistreerd;6;1331;1431;19910801;20050308;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;r. op randprofiel boven vooras in kofferruimte;1690;0;0.13;227;Nee;Nee;Nee;0;Geen oordeel;05;Ja;2006-03-08T00:00:00.000;1991-08-01T00:00:00.000;2005-03-08T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230805;30956;;3600;1690;;;;;2021;2023-08-05T00:00:00.000;;;500;1200;;;;;;;;
11RHV8;Personenauto;PORSCHE;CAYENNE DIESEL;20170519;stationwagen;ZWART;Niet geregistreerd;6;2075;2175;20110531;20110531;Geen verstrekking in Open Data;Nee;4;4;0;0;485;0;M1;r. bodemplaat by voorzitting;2860;0;0.08;290;Nee;Nee;Nee;6360;Logisch;00;Ja;2017-05-19T00:00:00.000;2011-05-31T00:00:00.000;2011-05-31T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20220531;27420;5;2967;2860;e13*2007/46*1085*03;ED22;02;0;2021;2022-05-31T00:00:00.000;116071;D;750;3500;;92A;0.00;;;;;
11RLHN;Personenauto;PORSCHE;BOXSTER;20150331;cabriolet;ZWART;Niet geregistreerd;6;1235;1335;20000504;20050601;Geen verstrekking in Open Data;Ja;2;4;0;0;432;0;M1;r. tegen schutbord in kofferruimte;1570;1;0.12;242;Nee;Nee;Nee;0;Geen oordeel;05;Ja;2015-03-31T00:00:00.000;2000-05-04T00:00:00.000;2005-06-01T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230713;17871;2;2687;1570;e13*98/14*0020*04;KB11;02;0;2022;2023-07-13T00:00:00.000;;;;;;;;;;;;
11RLL7;Personenauto;PORSCHE;911 CARRERA;20110622;cabriolet;ZWART;Niet geregistreerd;6;1505;1605;20110622;20110622;Geen verstrekking in Open Data;Ja;2;4;0;0;444;0;M1;r. schutbord by kofferruimte;1910;0;0.16;235;Nee;Nee;Nee;0;Logisch;00;Ja;2011-06-22T00:00:00.000;2011-06-22T00:00:00.000;2011-06-22T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230622;31006;4;3614;1910;e13*2001/116*0137*15;KD12;05;0;2022;2023-06-22T00:00:00.000;136566;G;;;;997;;;;;;
11RRDR;Personenauto;PORSCHE;911 CARRERA;20181102;coupe;ZWART;Niet geregistreerd;6;1320;1420;20011001;20050706;Geen verstrekking in Open Data;Ja;2;4;0;0;443;0;M1;r. tegen schutbord in kofferruimte;1790;0;0.17;235;Nee;Nee;Nee;0;Geen oordeel;05;Ja;2018-11-02T00:00:00.000;2001-10-01T00:00:00.000;2005-07-06T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230721;31555;4;3596;1790;e13*98/14*0031*09;CF11;01;0;2022;2023-07-21T00:00:00.000;;G;;;;;;;;;;
11RSN7;Personenauto;PORSCHE;911 CARRERA;20160111;cabriolet;ZWART;Niet geregistreerd;6;1425;1525;20030328;20110713;Geen verstrekking in Open Data;Ja;2;4;0;0;443;0;M1;r. tegen schutbord in kofferruimte;1855;0;0.15;235;Nee;Nee;Nee;0;Geen oordeel;05;Ja;2016-01-11T00:00:00.000;2003-03-28T00:00:00.000;2011-07-13T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240106;20304;4;3596;1855;e13*98/14*0031*13;KF11;05;0;2022;2024-01-06T00:00:00.000;;G;;;;;;;;;;
11RVG8;Personenauto;PORSCHE;BOXSTER;20191122;cabriolet;ZWART;Niet geregistreerd;6;1340;1440;20110802;20110802;Geen verstrekking in Open Data;Ja;2;4;0;0;434;0;M1;r. schutbord;1670;0;0.13;242;Nee;Nee;Nee;0;Logisch;00;Ja;2019-11-22T00:00:00.000;2011-08-02T00:00:00.000;2011-08-02T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231122;20173;2;2893;1670;e13*2001/116*0141*12;KS12;A2;0;2022;2023-11-22T00:00:00.000;81925;F;;;;987;;;;;;
11RVJL;Personenauto;PORSCHE;CAYENNE S;20201029;stationwagen;ZWART;Niet geregistreerd;8;2220;2320;20050916;20050916;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. in kofferruimte by reservewiel;3080;0;0.11;286;Nee;Nee;Nee;6580;Logisch;00;Ja;2020-10-29T00:00:00.000;2005-09-16T00:00:00.000;2005-09-16T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230705;31247;5;4511;3080;e13*2001/116*0089*04;EA22;01;0;2022;2023-07-05T00:00:00.000;;G;750;3500;;;;;;;;
11RZH4;Personenauto;PORSCHE;CARRERA;20171028;cabriolet;ZWART;Niet geregistreerd;6;1630;1730;20101215;20110818;Geen verstrekking in Open Data;Ja;2;4;;;;;M1;r. wand by kofferruimte;2010;;0.23;236;Nee;Nee;Nee;;Geen oordeel;05;Ja;2017-10-28T00:00:00.000;2010-12-15T00:00:00.000;2011-08-18T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230608;78881;4;3600;2010;;;;;2022;2023-06-08T00:00:00.000;240257;;;;0;;;;;;;
11SLX6;Personenauto;PORSCHE;CAYENNE S;20221020;stationwagen;ZWART;Niet geregistreerd;8;2040;2140;20100929;20111102;Geen verstrekking in Open Data;Ja;4;4;0;0;485;0;M1;r. bodemplaat by voorzitting;2840;0;0.14;290;Nee;Nee;Nee;6340;Geen oordeel;05;Ja;2022-10-20T00:00:00.000;2010-09-29T00:00:00.000;2011-11-02T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230929;24080;5;4806;2840;e13*2007/46*1085*02;EB22;02;0;2022;2023-09-29T00:00:00.000;122906;E;750;3500;;92A;0.00;;;;;
11SPJB;Personenauto;PORSCHE;911 CARRERA S;20060322;coupe;ZWART;Niet geregistreerd;6;1395;1495;20050324;20060322;Geen verstrekking in Open Data;Ja;2;4;0;0;443;0;M1;r. tegen schutbord in kofferruimte;1820;0;0.17;235;Nee;Nee;Nee;0;Geen oordeel;05;Ja;2006-03-22T00:00:00.000;2005-03-24T00:00:00.000;2006-03-22T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230908;39333;4;3824;1820;e13*2001/116*0137*01;CB11;01;0;2022;2023-09-08T00:00:00.000;;G;;;;;;;;;;
11SPST;Personenauto;PORSCHE;911 CARRERA;20200527;cabriolet;ZWART;Niet geregistreerd;6;1535;1635;20060401;20060401;Geen verstrekking in Open Data;Ja;2;4;0;0;443;0;M1;r. tegen schutbord in kofferruimte;1930;0;0.16;235;Nee;Nee;Nee;0;Logisch;00;Ja;2020-05-27T00:00:00.000;2006-04-01T00:00:00.000;2006-04-01T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230528;45418;4;3824;1930;e13*2001/116*0137*03;KB21;01;0;2022;2023-05-28T00:00:00.000;;G;;;;;;;;;;
11SVDJ;Personenauto;PORSCHE;BOXSTER;20110304;cabriolet;ZWART;Niet geregistreerd;6;1270;1370;20060517;20060517;Geen verstrekking in Open Data;Ja;2;4;0;0;433;0;M1;r. tegen schutbord in kofferruimte;1610;1;0.13;242;Nee;Nee;Nee;0;Logisch;00;Ja;2011-03-04T00:00:00.000;2006-05-17T00:00:00.000;2006-05-17T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230306;20186;2;2687;1610;e13*2001/116*0141*02;KM11;A1;0;2022;2023-03-06T00:00:00.000;;F;;;;;;;;;;
11TBN9;Personenauto;PORSCHE;PANAMERA 4;20230121;hatchback;ZWART;Niet geregistreerd;6;1795;1895;20120102;20120102;Geen verstrekking in Open Data;Ja;4;4;0;0;497;0;M1;r. onder voorzitting;2400;0;0.12;292;Nee;Nee;Nee;4600;Logisch;00;Ja;2023-01-21T00:00:00.000;2012-01-02T00:00:00.000;2012-01-02T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230519;29434;4;3605;2400;e13*2007/46*0970*05;GA22;03;0;2023;2023-05-19T00:00:00.000;144197;D;750;2200;;970;;;;;;
11TJR3;Personenauto;PORSCHE;PANAMERA 4S;20161022;hatchback;ZWART;Niet geregistreerd;8;1835;1935;20110328;20120210;Geen verstrekking in Open Data;Ja;4;4;0;0;497;0;M1;r. onder voorzitting;2440;0;0.15;292;Nee;Ja;Nee;4640;Geen oordeel;05;Ja;2016-10-22T00:00:00.000;2011-03-28T00:00:00.000;2012-02-10T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230602;31767;4;4806;2440;e13*2007/46*0970*03;GB22;03;0;2022;2023-06-02T00:00:00.000;167870;E;750;2200;;970;0.00;;;;;
11TTD6;Personenauto;PORSCHE;911 CARRERA;20210623;coupe;ZWART;Niet geregistreerd;6;1370;1470;20040617;20121106;Geen verstrekking in Open Data;Ja;2;4;0;0;443;0;M1;r. tegen schutbord in kofferruimte;1810;0;0.16;235;Nee;Nee;Nee;0;Geen oordeel;05;Ja;2021-06-23T00:00:00.000;2004-06-17T00:00:00.000;2012-11-06T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230803;26613;4;3596;1810;e13*2001/116*0137*00;CA11;01;0;2022;2023-08-03T00:00:00.000;120010;G;;;;;;;;;;
11TTJT;Personenauto;PORSCHE;911 CARRERA 4S;20210123;coupe;ZWART;Niet geregistreerd;6;1450;1550;20060524;20070130;Geen verstrekking in Open Data;Ja;2;4;0;0;443;0;M1;r. tegen schutbord in kofferruimte;1875;0;0.17;235;Nee;Nee;Nee;0;Geen oordeel;05;Ja;2021-01-23T00:00:00.000;2006-05-24T00:00:00.000;2007-01-30T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231031;43533;4;3824;1875;e13*2001/116*0137*04;CB21;01;0;2022;2023-10-31T00:00:00.000;;G;;;;;;;;;;
11TZBB;Personenauto;PORSCHE;911 TURBO;20110120;coupe;ZWART;Niet geregistreerd;6;1595;1695;20070303;20070303;Geen verstrekking in Open Data;Ja;2;4;0;0;445;0;M1;r. tegen schutbord in kofferruimte;1980;0;0.21;235;Nee;Nee;Nee;0;Logisch;00;Ja;2011-01-20T00:00:00.000;2007-03-03T00:00:00.000;2007-03-03T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230303;56036;4;3600;1980;e13*2001/116*0177*01;LU22;01;0;2022;2023-03-03T00:00:00.000;;G;;;;;;;;;;
11XBX9;Personenauto;PORSCHE;911 CARRERA S;20200526;coupe;ZWART;Niet geregistreerd;6;1390;1490;20120512;20120512;Geen verstrekking in Open Data;Ja;2;4;0;0;449;0;M1;r. motorruimte;1850;0;0.20;245;Nee;Nee;Nee;0;Logisch;00;Ja;2020-05-26T00:00:00.000;2012-05-12T00:00:00.000;2012-05-12T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230331;26144;4;3800;1850;e13*2007/46*1187*01;CB12;01;0;2022;2023-03-31T00:00:00.000;165672;F;;;;991;;;;;;
11XGSG;Personenauto;PORSCHE;911 CARRERA 4;20210723;cabriolet;ZWART;Niet geregistreerd;6;1550;1650;20060403;20070516;Geen verstrekking in Open Data;Ja;2;4;0;0;443;0;M1;r. tegen schutbord in kofferruimte;1965;0;0.14;235;Nee;Nee;Nee;0;Geen oordeel;05;Ja;2021-07-23T00:00:00.000;2006-04-03T00:00:00.000;2007-05-16T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230913;35937;4;3596;1965;e13*2001/116*0137*03;KA22;01;0;2022;2023-09-13T00:00:00.000;;G;;;;;;;;;;
11XRZ1;Personenauto;PORSCHE;911 TURBO;20220611;cabriolet;ZWART;Niet geregistreerd;6;1665;1765;20080117;20120716;Geen verstrekking in Open Data;Ja;2;4;0;0;445;0;M1;r. tegen schutbord in kofferruimte;2035;0;0.20;235;Nee;Nee;Nee;0;Geen oordeel;05;Ja;2022-06-11T00:00:00.000;2008-01-17T00:00:00.000;2012-07-16T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230810;59703;4;3600;2035;e13*2001/116*0177*03;MU22;01;0;2022;2023-08-10T00:00:00.000;;G;;;;;;;;;;
11XSNH;Personenauto;PORSCHE;CAYENNE S;20190601;stationwagen;ZWART;Niet geregistreerd;8;2220;2320;20070914;20070914;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. in kofferruimte by reservewiel;3080;1;0.12;287;Nee;Nee;Nee;6580;Logisch;00;Ja;2019-06-01T00:00:00.000;2007-09-14T00:00:00.000;2007-09-14T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231020;30967;5;4806;3080;e13*2001/116*0089*06;EL22;01;0;2022;2023-10-20T00:00:00.000;;G;750;3500;;;;;;;;
11XTR5;Personenauto;PORSCHE;911 CARRERA S;20221222;cabriolet;ZWART;Niet geregistreerd;6;1460;1560;20120803;20120803;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;r. bodemplaat by voorzitting;1905;0;0.19;245;Nee;Nee;Nee;0;Logisch;00;Ja;2022-12-22T00:00:00.000;2012-08-03T00:00:00.000;2012-08-03T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231220;24872;4;3800;1905;e13*2007/46*1187*03;KB12;01;0;2022;2023-12-20T00:00:00.000;168465;F;;;;991;;;;;;
11XVT8;Personenauto;PORSCHE;PANAMERA 4;20190326;hatchback;ZWART;Niet geregistreerd;6;1795;1895;20120829;20120829;Geen verstrekking in Open Data;Ja;4;4;0;0;497;0;M1;r. onder voorzitting;2400;0;0.12;292;Nee;Nee;Nee;4600;Logisch;00;Ja;2019-03-26T00:00:00.000;2012-08-29T00:00:00.000;2012-08-29T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240104;22779;4;3605;2400;e13*2007/46*0970*04;GA22;03;0;2022;2024-01-04T00:00:00.000;124481;D;750;2200;;970;;;;;;
11XXP9;Personenauto;PORSCHE;911 CARRERA;20220124;cabriolet;ZWART;Niet geregistreerd;6;1505;1605;20090511;20120908;Geen verstrekking in Open Data;Ja;2;4;0;0;444;0;M1;r. schutbord by kofferruimte;1910;0;0.16;235;Nee;Nee;Nee;0;Geen oordeel;05;Ja;2022-01-24T00:00:00.000;2009-05-11T00:00:00.000;2012-09-08T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240202;23181;4;3614;1910;e13*2001/116*0137*10;KD12;05;0;2023;2024-02-02T00:00:00.000;;F;;;;997;;;;;;
11ZDLJ;Personenauto;PORSCHE;CAYENNE;20200813;stationwagen;ZWART;Niet geregistreerd;6;2145;2245;20080103;20080103;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. in kofferruimte by reservewiel;2945;0;0.09;287;Nee;Nee;Nee;6445;Logisch;00;Ja;2020-08-13T00:00:00.000;2008-01-03T00:00:00.000;2008-01-03T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230811;25172;5;3598;2945;e13*2001/116*0089*07;EK22;01;0;2022;2023-08-11T00:00:00.000;94078;G;750;3500;;;;;;;;
