kenteken;voertuigsoort;merk;handelsbenaming;datum_tenaamstelling;inrichting;eerste_kleur;tweede_kleur;aantal_cilinders;massa_ledig_voertuig;massa_rijklaar;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;vervaldatum_apk;bruto_bpm;aantal_zitplaatsen;cilinderinhoud;toegestane_maximum_massa_voertuig;typegoedkeuringsnummer;variant;uitvoering;aantal_rolstoelplaatsen;jaar_laatste_registratie_tellerstand;vervaldatum_apk_dt;catalogusprijs;zuinigheidsclassificatie;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;maximum_last_onder_de_vooras_sen_tezamen_koppeling;type;maximum_ondersteunende_snelheid;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;hoogte_voertuig;type_gasinstallatie;maximale_constructiesnelheid
0078PE;Personenauto;PORSCHE;911T;19970515;Niet geregistreerd;ZWART;Niet geregistreerd;6;1045;1145;19710913;19710913;Geen verstrekking in Open Data;Nee;2;4;0;0;0;0;M1;boven vooras in kofferruimte;0;0;0.00;227;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;1997-05-15T00:00:00.000;1971-09-13T00:00:00.000;1971-09-13T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;;
00GNH4;Personenauto;PORSCHE;986 BOXSTER;20180124;cabriolet;ZWART;Niet geregistreerd;6;1225;1325;19990528;20080729;Geen verstrekking in Open Data;Nee;2;4;0;0;432;0;M1;r. tegen schutbord in kofferruimte;1560;1;0.11;242;Nee;Nee;Nee;0;Geen oordeel;05;Ja;2018-01-24T00:00:00.000;1999-05-28T00:00:00.000;2008-07-29T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20180416;16338;2;2480;1560;e13*98/14*0020*03;KA11;02;0;2018;2018-04-16T00:00:00.000;;;;;;;;;;;;
00GRX7;Personenauto;PORSCHE;986 BOXSTER;20221112;cabriolet;ZWART;Niet geregistreerd;6;1235;1335;20000314;20080819;Geen verstrekking in Open Data;Ja;2;4;0;0;432;0;M1;r. tegen schutbord in kofferruimte;1570;1;0.12;242;Nee;Nee;Nee;0;Geen oordeel;05;Ja;2022-11-12T00:00:00.000;2000-03-14T00:00:00.000;2008-08-19T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230830;15629;2;2687;1570;e13*98/14*0020*04;KB11;02;0;2022;2023-08-30T00:00:00.000;;;;;;;;;;;;
00HLB5;Personenauto;PORSCHE;911 CARRERA 4S;20211229;coupe;ZWART;Niet geregistreerd;6;1490;1590;20090108;20090108;Geen verstrekking in Open Data;Ja;2;4;0;0;443;0;M1;r. tegen schutbord in kofferruimte;1920;1;0.16;235;Nee;Nee;Nee;0;Logisch;00;Ja;2021-12-29T00:00:00.000;2009-01-08T00:00:00.000;2009-01-08T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230922;41140;4;3824;1920;e13*2001/116*0137*06;CB22;01;0;2022;2023-09-22T00:00:00.000;142158;G;;;;;;;;;;
00JGV1;Personenauto;PORSCHE;911 TURBO;20220121;cabriolet;ZWART;Niet geregistreerd;6;1665;1765;20071004;20090520;Geen verstrekking in Open Data;Ja;2;4;0;0;445;0;M1;r. tegen schutbord in kofferruimte;2035;0;0.20;235;Nee;Nee;Nee;0;Geen oordeel;05;Ja;2022-01-21T00:00:00.000;2007-10-04T00:00:00.000;2009-05-20T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230107;53477;4;3600;2035;e13*2001/116*0177*02;MU22;01;0;2022;2023-01-07T00:00:00.000;;G;;;;;;;;;;
00LFR9;Personenauto;PORSCHE;911 CARRERA 4S;20210527;cabriolet;ZWART;Niet geregistreerd;6;1535;1635;20080505;20100406;Geen verstrekking in Open Data;Ja;2;4;0;0;443;0;M1;r. tegen schutbord in kofferruimte;1930;1;0.16;235;Nee;Nee;Nee;0;Geen oordeel;05;Ja;2021-05-27T00:00:00.000;2008-05-05T00:00:00.000;2010-04-06T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230621;43680;4;3824;1930;e13*2001/116*0137*06;KB21;01;0;2022;2023-06-21T00:00:00.000;;G;;;;;;;;;;
00LNK1;Personenauto;PORSCHE;911 CARRERA 4;20200911;cabriolet;ZWART;Niet geregistreerd;6;1425;1525;19991109;20100526;Geen verstrekking in Open Data;Ja;2;4;0;0;443;0;M1;r. tegen schutbord in kofferruimte;1850;1;0.14;235;Nee;Nee;Nee;0;Onlogisch;04;Ja;2020-09-11T00:00:00.000;1999-11-09T00:00:00.000;2010-05-26T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230519;33114;4;3387;1850;e13*98/14*0031*06;KE21;01;0;2022;2023-05-19T00:00:00.000;;;;;;;;;;;;
00LRN3;Personenauto;PORSCHE;CAYENNE S;20190411;MPV;ZWART;Niet geregistreerd;8;2220;2320;20060102;20100615;Geen verstrekking in Open Data;Ja;4;4;;;;;M1;r. bodemplaat kofferruimte;3060;;0.11;284;Nee;Nee;Nee;;Geen oordeel;05;Ja;2019-04-11T00:00:00.000;2006-01-02T00:00:00.000;2010-06-15T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20220518;3409;5;4511;3060;;;;;2021;2022-05-18T00:00:00.000;;;750;3500;0;;;;;;;
00LVN6;Personenauto;PORSCHE;911 CARRERA 4S;20140805;coupe;ZWART;Niet geregistreerd;6;1485;1585;20100703;20100703;Geen verstrekking in Open Data;Ja;2;4;0;0;444;0;M1;r. schutbord by kofferruimte;1910;0;0.18;235;Nee;Nee;Nee;0;Logisch;00;Ja;2014-08-05T00:00:00.000;2010-07-03T00:00:00.000;2010-07-03T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230518;41561;4;3800;1910;e13*2001/116*0137*13;CE22;05;0;2022;2023-05-18T00:00:00.000;180656;G;;;;997;;;;;;
00LXT5;Personenauto;PORSCHE;911 CARRERA 4S;20150508;cabriolet;ZWART;Niet geregistreerd;6;1570;1670;20100722;20100722;Geen verstrekking in Open Data;Ja;2;4;0;0;444;0;M1;r. schutbord by kofferruimte;1970;0;0.17;235;Nee;Nee;Nee;0;Logisch;00;Ja;2015-05-08T00:00:00.000;2010-07-22T00:00:00.000;2010-07-22T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230806;41936;4;3800;1970;e13*2001/116*0137*13;KE22;05;0;2022;2023-08-06T00:00:00.000;180472;G;;;;997;;;;;;
00NDK1;Personenauto;PORSCHE;CAYENNE S;20160115;stationwagen;ZWART;Niet geregistreerd;8;2040;2140;20100511;20101214;Geen verstrekking in Open Data;Ja;4;4;0;0;485;0;M1;r. bodemplaat by voorzitting;2840;0;0.14;290;Nee;Ja;Nee;6340;Geen oordeel;05;Ja;2016-01-15T00:00:00.000;2010-05-11T00:00:00.000;2010-12-14T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240104;19922;5;4806;2840;e13*2007/46*1085*00;EB22;02;0;2022;2024-01-04T00:00:00.000;143551;E;750;3500;;92A;0.00;;;;;
00NFX7;Personenauto;PORSCHE;CAYENNE S;20160209;stationwagen;ZWART;Niet geregistreerd;8;2040;2140;20100827;20100827;Geen verstrekking in Open Data;Ja;4;4;0;0;485;0;M1;r. bodemplaat by voorzitting;2840;1;0.14;290;Nee;Nee;Nee;6340;Logisch;00;Ja;2016-02-09T00:00:00.000;2010-08-27T00:00:00.000;2010-08-27T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240212;31288;5;4806;2840;e13*2007/46*1085*02;EB22;02;0;2023;2024-02-12T00:00:00.000;126862;E;750;3500;;92A;0.00;;;;;
00NJT9;Personenauto;PORSCHE;911 CARRERA;20170710;cabriolet;ZWART;Niet geregistreerd;6;1495;1595;20050620;20100920;Geen verstrekking in Open Data;Ja;2;4;0;0;443;0;M1;r. tegen schutbord in kofferruimte;1920;0;0.15;235;Nee;Nee;Nee;0;Geen oordeel;05;Ja;2017-07-10T00:00:00.000;2005-06-20T00:00:00.000;2010-09-20T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230428;22685;4;3596;1920;e13*2001/116*0137*01;KA12;01;0;2022;2023-04-28T00:00:00.000;;G;;;;;;;;;;
00NVD9;Personenauto;PORSCHE;987;20170728;cabriolet;ZWART;Niet geregistreerd;6;1330;1430;20050104;20101119;Geen verstrekking in Open Data;Ja;2;4;0;0;433;0;M1;r. tegen schutbord in kofferruimte;1655;0;0.12;242;Nee;Nee;Nee;0;Geen oordeel;05;Ja;2017-07-28T00:00:00.000;2005-01-04T00:00:00.000;2010-11-19T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230413;21927;2;2687;1655;e13*2001/116*0141*00;KM12;A1;0;2022;2023-04-13T00:00:00.000;;G;;;;;;;;;;
00PHT9;Personenauto;PORSCHE;997 TURBO;20200814;cabriolet;ZWART;Niet geregistreerd;6;1710;1810;20080228;20110124;Geen verstrekking in Open Data;Ja;2;4;;;;;M1;r. schutbord motorruimte;2034;;0.20;235;Nee;Nee;Nee;;Geen oordeel;05;Ja;2020-08-14T00:00:00.000;2008-02-28T00:00:00.000;2011-01-24T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230817;68855;4;3800;2034;;;;;2022;2023-08-17T00:00:00.000;;;;;0;;;;;;;
00PZB3;Personenauto;PORSCHE;911 CARRERA 4S;20181231;cabriolet;ZWART;Niet geregistreerd;6;1570;1670;20090515;20110413;Geen verstrekking in Open Data;Ja;2;4;0;0;444;0;M1;r. tegen schutbord in kofferruimte;1970;0;0.17;235;Nee;Nee;Nee;0;Geen oordeel;05;Ja;2018-12-31T00:00:00.000;2009-05-15T00:00:00.000;2011-04-13T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231206;38442;4;3800;1970;e13*2001/116*0137*10;KE22;05;0;2022;2023-12-06T00:00:00.000;;F;;;;997;;;;;;
00PZZ5;Personenauto;PORSCHE;BOXSTER S;20200717;cabriolet;ZWART;Niet geregistreerd;6;1170;1270;20030414;20110414;Geen verstrekking in Open Data;Ja;2;4;;;;;M1;r. schutbord kofferruimte;1655;;0.15;242;Nee;Nee;Nee;;Geen oordeel;05;Ja;2020-07-17T00:00:00.000;2003-04-14T00:00:00.000;2011-04-14T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230619;20125;2;3179;1655;;;;;2022;2023-06-19T00:00:00.000;;;;;0;;;;;;;
00RDV5;Personenauto;PORSCHE;BOXSTER;20190805;cabriolet;ZWART;Niet geregistreerd;6;1225;1325;19990507;20110513;Geen verstrekking in Open Data;Ja;2;4;;;;;M1;schutbord kofferruimte;1560;;0.11;242;Nee;Nee;Nee;;Geen oordeel;05;Ja;2019-08-05T00:00:00.000;1999-05-07T00:00:00.000;2011-05-13T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230728;16545;2;2480;1560;;;;;2022;2023-07-28T00:00:00.000;;;;;0;;;;;;;
00RPK2;Personenauto;PORSCHE;CAYENNE S;20180131;stationwagen;ZWART;Niet geregistreerd;8;2220;2320;20050614;20110627;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. in kofferruimte by reservewiel;3080;0;0.11;286;Nee;Ja;Nee;6580;Geen oordeel;05;Ja;2018-01-31T00:00:00.000;2005-06-14T00:00:00.000;2011-06-27T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230724;23395;5;4511;3080;e13*2001/116*0089*04;EA22;01;0;2023;2023-07-24T00:00:00.000;;G;750;3500;;;;;;;;
00RVG3;Personenauto;PORSCHE;CAYENNE DIESEL;20220401;stationwagen;ZWART;Niet geregistreerd;6;2055;2155;20110728;20110728;Geen verstrekking in Open Data;Ja;4;4;0;0;485;0;M1;r. bodemplaat by voorzitting;2840;0;0.08;290;Nee;Nee;Nee;6340;Logisch;00;Ja;2022-04-01T00:00:00.000;2011-07-28T00:00:00.000;2011-07-28T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230802;26195;5;2967;2840;e13*2007/46*1085*04;EG22;02;0;2022;2023-08-02T00:00:00.000;114763;C;750;3500;;92A;;;;;;
00RZH4;Personenauto;PORSCHE;911;20211106;coupe;ZWART;Niet geregistreerd;6;1280;1380;19971030;20110818;Geen verstrekking in Open Data;Nee;2;4;;;;;M1;schutbord r.;1420;;0.16;235;Nee;Nee;Nee;;Geen oordeel;05;Ja;2021-11-06T00:00:00.000;1997-10-30T00:00:00.000;2011-08-18T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20201206;32359;4;3387;1420;;;;;2020;2020-12-06T00:00:00.000;;;;;0;;;;;;;
00SBJ5;Personenauto;PORSCHE;CAYENNE DIESEL;20220224;stationwagen;ZWART;Niet geregistreerd;6;2055;2155;20110902;20110902;Geen verstrekking in Open Data;Ja;4;4;0;0;485;0;M1;r. bodemplaat by voorzitting;2840;0;0.08;290;Nee;Nee;Nee;6340;Logisch;00;Ja;2022-02-24T00:00:00.000;2011-09-02T00:00:00.000;2011-09-02T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240215;26863;5;2967;2840;e13*2007/46*1085*04;EG22;02;0;2023;2024-02-15T00:00:00.000;119617;C;750;3500;;92A;;;;;;
00ST81;Personenauto;PORSCHE;912 TARGA;19860128;Niet geregistreerd;ZWART;Niet geregistreerd;4;993;1093;19681009;19681009;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;r. op kokerbalk boven vooras in kofferruimte;0;0;0.00;227;Nee;Nee;Nee;0;Geen oordeel;01;Ja;1986-01-28T00:00:00.000;1968-10-09T00:00:00.000;1968-10-09T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;2020;;;;;;;;;;;;;
00TVN5;Personenauto;PORSCHE;CAYENNE TURBO;20220908;stationwagen;ZWART;Niet geregistreerd;8;2145;2245;20120214;20120416;Geen verstrekking in Open Data;Ja;4;4;0;0;485;0;M1;r. bodemplaat by voorzitting;2880;0;0.16;290;Nee;Nee;Nee;6380;Geen oordeel;05;Ja;2022-09-08T00:00:00.000;2012-02-14T00:00:00.000;2012-04-16T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230406;28845;5;4806;2880;e13*2007/46*1085*04;EC22;02;0;2022;2023-04-06T00:00:00.000;207832;G;750;3500;;92A;0.00;;;;;
00XRV5;Personenauto;PORSCHE;911 CARRERA S;20120711;coupe;ZWART;Niet geregistreerd;6;1390;1490;20120711;20120711;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;r. bodemplaat by voorzitting;1850;0;0.20;245;Nee;Nee;Nee;0;Logisch;00;Ja;2012-07-11T00:00:00.000;2012-07-11T00:00:00.000;2012-07-11T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230505;23457;4;3800;1850;e13*2007/46*1187*03;CB12;01;0;2022;2023-05-05T00:00:00.000;158374;F;;;;991;;;;;;
00XXV8;Personenauto;PORSCHE;CAYMAN S;20120914;coupe;ZWART;Niet geregistreerd;6;1350;1450;20100506;20120914;Geen verstrekking in Open Data;Ja;2;4;0;0;435;0;M1;r. tegen schutbord in kofferruimte;1675;0;0.16;242;Nee;Nee;Nee;0;Geen oordeel;05;Ja;2012-09-14T00:00:00.000;2010-05-06T00:00:00.000;2012-09-14T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230506;7787;2;3436;1675;e13*2001/116*0141*09;CV12;A2;0;2022;2023-05-06T00:00:00.000;102773;F;;;;987;;;;;;
00XZR4;Personenauto;PORSCHE;CAYENNE GTS;20200730;stationwagen;ZWART;Niet geregistreerd;8;2060;2160;20120921;20120921;Geen verstrekking in Open Data;Ja;4;4;0;0;485;0;M1;r. bodemplaat by voorzitting;2840;0;0.14;290;Nee;Nee;Nee;6340;Logisch;00;Ja;2020-07-30T00:00:00.000;2012-09-21T00:00:00.000;2012-09-21T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230926;32407;5;4806;2840;e13*2007/46*1085*05;EI22;02;0;2022;2023-09-26T00:00:00.000;155869;F;750;3500;;92A;0.00;;;;;
00YE65;Personenauto;PORSCHE;912 E;20221017;coupe;ZWART;Niet geregistreerd;4;1060;1160;19760228;20221017;Geen verstrekking in Open Data;Ja;2;4;;;;;M1;r. bodemplaat by kofferruimte;;;0.05;227;Nee;Nee;Nee;;Geen oordeel;05;Ja;2022-10-17T00:00:00.000;1976-02-28T00:00:00.000;2022-10-17T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20241014;;4;2000;;;;;;2022;2024-10-14T00:00:00.000;;;;;;912;;20221014;2022-10-14T00:00:00.000;;;
00ZDR6;Personenauto;PORSCHE;CAYENNE;20230201;stationwagen;ZWART;Niet geregistreerd;6;2005;2105;20110810;20121018;Geen verstrekking in Open Data;Ja;4;4;0;0;485;0;M1;r. bodemplaat by voorzitting;2800;0;0.10;290;Nee;Nee;Nee;6300;Geen oordeel;05;Ja;2023-02-01T00:00:00.000;2011-08-10T00:00:00.000;2012-10-18T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230914;14574;5;3598;2800;e13*2007/46*1085*03;EA22;02;0;2023;2023-09-14T00:00:00.000;125889;D;750;3500;0;92A;0.00;;;;;
00ZVL1;Personenauto;PORSCHE;911 CARRERA 4S;20140814;cabriolet;ZWART;Niet geregistreerd;6;1490;1590;20070525;20130227;Geen verstrekking in Open Data;Ja;2;4;;;;;M1;r. schutbord kofferruimte;1930;;0.16;237;Nee;Nee;Nee;;Geen oordeel;05;Ja;2014-08-14T00:00:00.000;2007-05-25T00:00:00.000;2013-02-27T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230729;42627;2;3824;1930;;;;;2022;2023-07-29T00:00:00.000;;;;;0;;;;;;;
00ZVL8;Personenauto;PORSCHE;911 CARRERA S;20170330;coupe;ZWART;Niet geregistreerd;6;1395;1495;20050722;20130222;Geen verstrekking in Open Data;Ja;2;4;0;0;443;0;M1;r. tegen schutbord in kofferruimte;1820;0;0.17;235;Nee;Nee;Nee;0;Geen oordeel;05;Ja;2017-03-30T00:00:00.000;2005-07-22T00:00:00.000;2013-02-22T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230328;33558;4;3824;1820;e13*2001/116*0137*02;CB11;01;0;2022;2023-03-28T00:00:00.000;;G;;;0;;;;;;;
01DNRB;Personenauto;PORSCHE;911 CARRERA;20230206;cabriolet;ZWART;Niet geregistreerd;6;1415;1515;19991012;19991012;Geen verstrekking in Open Data;Ja;2;4;0;0;443;0;M1;r. tegen schutbord in kofferruimte;1840;1;0.15;235;Nee;Nee;Nee;0;Logisch;00;Ja;2023-02-06T00:00:00.000;1999-10-12T00:00:00.000;1999-10-12T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240215;37972;4;3387;1840;e13*98/14*0031*06;KE12;01;0;2023;2024-02-15T00:00:00.000;;;;;;;;;;;;
01FRKD;Personenauto;PORSCHE;911 CARRERA;20070501;cabriolet;ZWART;Niet geregistreerd;6;1415;1515;20000602;20000602;Geen verstrekking in Open Data;Nee;2;4;0;0;443;0;M1;r. tegen schutbord in kofferruimte;1840;1;0.15;235;Nee;Nee;Nee;0;Logisch;00;Ja;2007-05-01T00:00:00.000;2000-06-02T00:00:00.000;2000-06-02T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230526;35398;4;3387;1840;e13*98/14*0031*07;KE12;01;0;2022;2023-05-26T00:00:00.000;;;;;;;;;;;;
