kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;bruto_bpm;inrichting;aantal_zitplaatsen;eerste_kleur;tweede_kleur;aantal_cilinders;cilinderinhoud;massa_ledig_voertuig;toegestane_maximum_massa_voertuig;massa_rijklaar;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;catalogusprijs;wam_verzekerd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;type;typegoedkeuringsnummer;variant;uitvoering;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;aantal_rolstoelplaatsen;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;zuinigheidsclassificatie;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;maximum_last_onder_de_vooras_sen_tezamen_koppeling;maximum_ondersteunende_snelheid;type_gasinstallatie;laadvermogen;aanhangwagen_autonoom_geremd;aanhangwagen_middenas_geremd
01FLDN;Personenauto;HYUNDAI;ATOS-PRIME;20230510;20170428;1738;hatchback;5;GEEL;Niet geregistreerd;4;999;833;1316;933;400;400;20000421;20000421;Geen verstrekking in Open Data;;Ja;4;4;0;0;350;0;M1;midden tegen schutbord onder motorkap;1316;;e11*96/79*0092*05;5G11;PMVWY;1;0.04;238;Nee;Nee;Nee;1716;0;2022;Logisch;00;Ja;2023-05-10T00:00:00.000;2017-04-28T00:00:00.000;2000-04-21T00:00:00.000;2000-04-21T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
01FNDR;Personenauto;HYUNDAI;ATOS-PRIME;20240118;20150114;1108;hatchback;5;ROOD;Niet geregistreerd;4;999;822;1316;922;400;700;20000428;20000428;Geen verstrekking in Open Data;;Ja;4;4;0;0;350;0;M1;midden tegen schutbord onder motorkap;1316;;e11*96/79*0092*04;5G11;PKMBY;1;0.04;238;Nee;Nee;Nee;2016;0;2023;Logisch;00;Ja;2024-01-18T00:00:00.000;2015-01-14T00:00:00.000;2000-04-28T00:00:00.000;2000-04-28T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
01FTGS;Personenauto;HYUNDAI;EXCEL;20230405;20210617;1750;hatchback;5;BLAUW;Niet geregistreerd;4;1341;926;1480;1026;453;900;20000703;20000703;Geen verstrekking in Open Data;;Ja;2;4;0;0;410;0;M1;r. op schutbord onder motorkap;1480;;e4*96/27*0019*03;DH11;L1AGEFR;0;0.06;240;Nee;Nee;Nee;2380;0;2022;Logisch;00;Ja;2023-04-05T00:00:00.000;2021-06-17T00:00:00.000;2000-07-03T00:00:00.000;2000-07-03T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
01FVHS;Personenauto;HYUNDAI;ACCENT;20230818;20120324;2985;hatchback;5;GRIJS;Niet geregistreerd;4;1495;980;1555;1080;453;1100;20000721;20000721;Geen verstrekking in Open Data;;Ja;2;4;0;0;420;0;M1;r. tegen schutbord onder motorkap;1555;;e4*98/14*0037*01;AQ;SN;1;0.07;244;Nee;Nee;Nee;2655;0;2022;Logisch;00;Ja;2023-08-18T00:00:00.000;2012-03-24T00:00:00.000;2000-07-21T00:00:00.000;2000-07-21T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;0.00;;;;
01FZJK;Personenauto;HYUNDAI;ATOS-PRIME;20230715;20111010;1164;hatchback;5;GRIJS;Niet geregistreerd;4;999;822;1316;922;400;700;20000825;20000825;Geen verstrekking in Open Data;;Ja;4;4;0;0;350;0;M1;midden tegen schutbord onder motorkap;1316;;e11*96/79*0092*04;5G11;PKMBY;1;0.04;238;Nee;Nee;Nee;2016;0;2022;Logisch;00;Ja;2023-07-15T00:00:00.000;2011-10-10T00:00:00.000;2000-08-25T00:00:00.000;2000-08-25T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
01GBD4;Personenauto;HYUNDAI;I 10;20231129;20151110;1398;MPV;5;GRIJS;Niet geregistreerd;4;1086;900;1405;1000;400;700;20080524;20080524;Geen verstrekking in Open Data;11360;Ja;4;4;0;0;357;0;M1;r. dwarsbalk by voorzitting;1405;PA;e4*2001/116*0131*00;F5P11;M51AZ1;0;0.05;238;Nee;Nee;Nee;2105;0;2022;Logisch;00;Ja;2023-11-29T00:00:00.000;2015-11-10T00:00:00.000;2008-05-24T00:00:00.000;2008-05-24T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
01GBD5;Personenauto;HYUNDAI;I 10;20230617;20080614;647;MPV;5;ROOD;Niet geregistreerd;4;1086;900;1405;1000;400;700;20080614;20080614;Geen verstrekking in Open Data;8494;Ja;4;4;0;0;357;0;M1;r. dwarsbalk by voorzitting;1405;PA;e4*2001/116*0131*00;F5P11;M51AZ1;0;0.05;238;Nee;Nee;Nee;2105;0;2022;Logisch;00;Ja;2023-06-17T00:00:00.000;2008-06-14T00:00:00.000;2008-06-14T00:00:00.000;2008-06-14T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
01GBJ1;Personenauto;HYUNDAI;TUCSON;20240218;20170222;6450;MPV;5;ZWART;Niet geregistreerd;4;1975;1437;2050;1537;500;1400;20080523;20080523;Geen verstrekking in Open Data;27529;Ja;4;4;0;0;433;0;M1;r. op dwarsbalk onder voorzitting;2050;;e4*2001/116*0087*09;ADZ;V;0;0.07;263;Nee;Nee;Nee;3450;0;2023;Logisch;00;Ja;2024-02-18T00:00:00.000;2017-02-22T00:00:00.000;2008-05-23T00:00:00.000;2008-05-23T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
01GBKL;Personenauto;HYUNDAI;ACCENT;20230908;20221001;2324;hatchback;5;GEEL;Niet geregistreerd;4;1341;965;1555;1065;453;900;20000908;20000908;Geen verstrekking in Open Data;;Ja;2;4;0;0;420;0;M1;r. tegen schutbord onder motorkap;1555;;e4*98/14*0037*00;AD;JN;0;0.06;244;Nee;Nee;Nee;2455;0;2022;Logisch;00;Ja;2023-09-08T00:00:00.000;2022-10-01T00:00:00.000;2000-09-08T00:00:00.000;2000-09-08T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;0.00;;;;
01GBLZ;Personenauto;HYUNDAI;EXCEL;20240111;20091130;1750;hatchback;5;GROEN;Niet geregistreerd;4;1341;965;1480;1065;453;900;20000908;20000908;Geen verstrekking in Open Data;;Ja;2;4;0;0;410;0;M1;r. op schutbord onder motorkap;1480;;e4*96/27*0019*03;DH11;L1AGEFR;0;0.06;240;Nee;Nee;Nee;2380;0;2023;Logisch;00;Ja;2024-01-11T00:00:00.000;2009-11-30T00:00:00.000;2000-09-08T00:00:00.000;2000-09-08T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;;G3 gasinstallatie;;;
01GBR7;Personenauto;HYUNDAI;TUCSON;20231217;20191218;6058;MPV;5;ZWART;Niet geregistreerd;4;1975;1437;2050;1537;500;1400;20080527;20080527;Geen verstrekking in Open Data;26034;Ja;4;4;0;0;433;0;M1;r. op dwarsbalk onder voorzitting;2050;;e4*2001/116*0087*09;ADZ;V;0;0.07;263;Nee;Nee;Nee;3450;0;2022;Logisch;00;Ja;2023-12-17T00:00:00.000;2019-12-18T00:00:00.000;2008-05-27T00:00:00.000;2008-05-27T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
01GDH7;Personenauto;HYUNDAI;I 10;20230405;20150803;753;MPV;5;ZWART;Niet geregistreerd;4;1086;900;1405;1000;400;700;20080529;20080529;Geen verstrekking in Open Data;8899;Ja;4;4;0;0;357;0;M1;r. dwarsbalk by voorzitting;1405;PA;e4*2001/116*0131*00;F5P11;M51AZ1;0;0.05;238;Nee;Nee;Nee;2105;0;2022;Logisch;00;Ja;2023-04-05T00:00:00.000;2015-08-03T00:00:00.000;2008-05-29T00:00:00.000;2008-05-29T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
01GDV3;Personenauto;HYUNDAI;I 10;20230906;20191016;743;MPV;5;BLAUW;Niet geregistreerd;4;1086;900;1405;1000;400;700;20080531;20080531;Geen verstrekking in Open Data;8859;Ja;4;4;0;0;357;0;M1;r. dwarsbalk by voorzitting;1405;PA;e4*2001/116*0131*00;F5P11;M51AZ1;0;0.05;238;Nee;Nee;Nee;2105;0;2022;Onlogisch;04;Ja;2023-09-06T00:00:00.000;2019-10-16T00:00:00.000;2008-05-31T00:00:00.000;2008-05-31T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
01GFDB;Personenauto;HYUNDAI;COUPE;20240206;20110927;4990;coupe;4;BLAUW;Niet geregistreerd;4;1975;1150;1600;1250;550;1400;20001005;20001005;Geen verstrekking in Open Data;;Ja;2;4;0;0;435;0;M1;midden tegen schutbord onder motorkap;1600;;e11*93/81*0065*05;CF11;L1DGMHM;1;0.08;248;Nee;Nee;Nee;3000;0;2023;Geen oordeel;07;Ja;2024-02-06T00:00:00.000;2011-09-27T00:00:00.000;2000-10-05T00:00:00.000;2000-10-05T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
01GFG5;Personenauto;HYUNDAI;I 30CW;20230624;20170720;3862;MPV;5;GRIJS;Niet geregistreerd;4;1591;1211;1820;1311;550;1200;20080611;20080611;Geen verstrekking in Open Data;20755;Ja;4;4;0;0;448;0;M1;op dwarsbalk by r. voorzitting;1820;FD;e11*2001/116*0313*06;F5P61;M52AZ1;0;0.07;270;Nee;Ja;Nee;3020;0;2022;Logisch;00;Ja;2023-06-24T00:00:00.000;2017-07-20T00:00:00.000;2008-06-11T00:00:00.000;2008-06-11T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
01GFR8;Personenauto;HYUNDAI;I 10;20240106;20200115;743;MPV;5;GRIJS;Niet geregistreerd;4;1086;900;1405;1000;400;700;20080614;20080614;Geen verstrekking in Open Data;8859;Ja;4;4;0;0;357;0;M1;r. dwarsbalk by voorzitting;1405;PA;e4*2001/116*0131*00;F5P11;M51AZ1;0;0.05;238;Nee;Nee;Nee;2105;0;2022;Logisch;00;Ja;2024-01-06T00:00:00.000;2020-01-15T00:00:00.000;2008-06-14T00:00:00.000;2008-06-14T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
01GFRS;Personenauto;HYUNDAI;ATOS-PRIME;20231016;20181016;1457;hatchback;5;ZWART;Niet geregistreerd;4;999;822;1316;922;400;700;20001011;20001011;Geen verstrekking in Open Data;;Ja;4;4;0;0;350;0;M1;midden tegen schutbord onder motorkap;1316;;e11*96/79*0092*05;5G11;PKMBY;1;0.04;238;Nee;Nee;Nee;2016;0;2022;Logisch;00;Ja;2023-10-16T00:00:00.000;2018-10-16T00:00:00.000;2000-10-11T00:00:00.000;2000-10-11T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
01GFZ4;Personenauto;HYUNDAI;I 10;20230612;20190415;953;MPV;5;BLAUW;Niet geregistreerd;4;1086;900;1405;1000;400;700;20080612;20080612;Geen verstrekking in Open Data;9660;Ja;4;4;0;0;357;0;M1;r. dwarsbalk by voorzitting;1405;PA;e4*2001/116*0131*00;F5P11;M51AZ1;0;0.05;238;Nee;Nee;Nee;2105;0;2023;Logisch;00;Ja;2023-06-12T00:00:00.000;2019-04-15T00:00:00.000;2008-06-12T00:00:00.000;2008-06-12T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
01GGF1;Personenauto;HYUNDAI;I 10;20230613;20170803;963;MPV;5;ZWART;Niet geregistreerd;4;1086;900;1405;1000;400;700;20080613;20080613;Geen verstrekking in Open Data;9699;Ja;4;4;0;0;357;0;M1;r. dwarsbalk by voorzitting;1405;PA;e4*2001/116*0131*00;F5P11;M51AZ1;0;0.05;238;Nee;Nee;Nee;2105;0;2022;Logisch;00;Ja;2023-06-13T00:00:00.000;2017-08-03T00:00:00.000;2008-06-13T00:00:00.000;2008-06-13T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
01GGS3;Personenauto;HYUNDAI;ACCENT;20240111;20200428;3737;sedan;5;GRIJS;Niet geregistreerd;4;1599;1055;1600;1155;453;800;20080621;20080621;Geen verstrekking in Open Data;17185;Ja;4;4;0;0;428;0;M1;op dwarsbalk onder r. voorzitting;1600;;e4*2001/116*0110*00;A5P21;A41AZ1;0;0.07;250;Nee;Nee;Nee;2400;0;2022;Logisch;00;Ja;2024-01-11T00:00:00.000;2020-04-28T00:00:00.000;2008-06-21T00:00:00.000;2008-06-21T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
01GHD4;Personenauto;HYUNDAI;SONATA;20230617;20190618;6044;sedan;5;GRIJS;Niet geregistreerd;4;2359;1438;2030;1538;750;1700;20080624;20080624;Geen verstrekking in Open Data;27105;Ja;4;4;0;0;480;0;M1;r. tegen schutbord onder motorkap;2030;;e11*2001/116*0241*00;B;MX;0;0.08;273;Nee;Nee;Nee;3730;0;2022;Logisch;00;Ja;2023-06-17T00:00:00.000;2019-06-18T00:00:00.000;2008-06-24T00:00:00.000;2008-06-24T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
01GHH1;Personenauto;HYUNDAI;I 10;20230707;20200204;743;MPV;5;GRIJS;Niet geregistreerd;4;1086;900;1405;1000;400;700;20080630;20080630;Geen verstrekking in Open Data;8859;Ja;4;4;0;0;357;0;M1;r. dwarsbalk by voorzitting;1405;PA;e4*2001/116*0131*00;F5P11;M51AZ1;0;0.05;238;Nee;Nee;Nee;2105;0;2022;Logisch;00;Ja;2023-07-07T00:00:00.000;2020-02-04T00:00:00.000;2008-06-30T00:00:00.000;2008-06-30T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
01GHR1;Personenauto;HYUNDAI;I 10;20230721;20180126;1029;MPV;5;BLAUW;Niet geregistreerd;4;1086;900;1405;1000;400;700;20080627;20080627;Geen verstrekking in Open Data;9949;Ja;4;4;0;0;357;0;M1;r. dwarsbalk by voorzitting;1405;PA;e4*2001/116*0131*00;F5P11;M51AZ1;0;0.05;238;Nee;Nee;Nee;2105;0;2022;Logisch;00;Ja;2023-07-21T00:00:00.000;2018-01-26T00:00:00.000;2008-06-27T00:00:00.000;2008-06-27T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
01GHX9;Personenauto;HYUNDAI;I 10;20231201;20171208;1215;MPV;5;GRIJS;Niet geregistreerd;4;1086;900;1405;1000;400;700;20080630;20080630;Geen verstrekking in Open Data;10660;Ja;4;4;0;0;357;0;M1;r. dwarsbalk by voorzitting;1405;PA;e4*2001/116*0131*00;F5P11;M51AZ1;0;0.05;238;Nee;Nee;Nee;2105;0;2022;Logisch;00;Ja;2023-12-01T00:00:00.000;2017-12-08T00:00:00.000;2008-06-30T00:00:00.000;2008-06-30T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
01GHZ1;Personenauto;HYUNDAI;SANTA FE;20230905;20180811;9692;MPV;5;BLAUW;Niet geregistreerd;6;2656;1645;2240;1745;750;2000;20080717;20080717;Geen verstrekking in Open Data;35979;Ja;4;4;0;0;0;0;M1;r. tegen schutbord onder motorkap;2240;;e11*2001/116*0270*03;F5P11;M51AZ1;0;0.08;270;Nee;Ja;Nee;4240;0;2022;Geen oordeel;07;Ja;2023-09-05T00:00:00.000;2018-08-11T00:00:00.000;2008-07-17T00:00:00.000;2008-07-17T00:00:00.000;E;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
01GJFN;Personenauto;HYUNDAI;ATOS-PRIME;20230725;20200815;1807;hatchback;5;BLAUW;Niet geregistreerd;4;999;833;1316;933;400;400;20001201;20001201;Geen verstrekking in Open Data;;Ja;4;4;0;0;350;0;M1;midden tegen schutbord onder motorkap;1316;;e11*96/79*0092*06;A;MVWY;1;0.05;238;Nee;Nee;Nee;1716;0;2022;Logisch;00;Ja;2023-07-25T00:00:00.000;2020-08-15T00:00:00.000;2000-12-01T00:00:00.000;2000-12-01T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;0.00;;;;
01GJG1;Personenauto;HYUNDAI;I 10;20230701;20080630;1225;MPV;5;ZWART;Niet geregistreerd;4;1086;900;1405;1000;400;700;20080630;20080630;Geen verstrekking in Open Data;10699;Ja;4;4;0;0;357;0;M1;r. dwarsbalk by voorzitting;1405;PA;e4*2001/116*0131*00;F5P11;M51AZ1;0;0.05;238;Nee;Nee;Nee;2105;0;2022;Logisch;00;Ja;2023-07-01T00:00:00.000;2008-06-30T00:00:00.000;2008-06-30T00:00:00.000;2008-06-30T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
01GJNG;Personenauto;HYUNDAI;ATOS-PRIME;20231217;20001201;1508;hatchback;5;ZWART;Niet geregistreerd;4;999;822;1316;922;400;700;20001201;20001201;Geen verstrekking in Open Data;;Ja;4;4;0;0;350;0;M1;midden tegen schutbord onder motorkap;1316;;e11*96/79*0092*06;A;KMFY;1;0.05;238;Nee;Nee;Nee;2016;0;2022;Logisch;00;Ja;2023-12-17T00:00:00.000;2000-12-01T00:00:00.000;2000-12-01T00:00:00.000;2000-12-01T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;0.00;;;;
01GJP1;Personenauto;HYUNDAI;I 10;20230702;20190702;2031;MPV;5;GRIJS;Niet geregistreerd;4;1086;930;1430;1030;;700;20080630;20080630;Geen verstrekking in Open Data;11805;Ja;4;4;0;0;357;0;M1;r. dwarsbalk by voorzitting;1430;PA;e4*2001/116*0131*00;F5P11;A41CZ1;0;0.05;238;Nee;Nee;Nee;2130;0;2022;Logisch;00;Ja;2023-07-02T00:00:00.000;2019-07-02T00:00:00.000;2008-06-30T00:00:00.000;2008-06-30T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
01GJP2;Personenauto;HYUNDAI;I 10;20230708;20160912;1225;MPV;5;ZWART;Niet geregistreerd;4;1086;900;1405;1000;400;700;20080628;20080628;Geen verstrekking in Open Data;10699;Ja;4;4;0;0;357;0;M1;r. dwarsbalk by voorzitting;1405;PA;e4*2001/116*0131*00;F5P11;M51AZ1;0;0.05;238;Nee;Nee;Nee;2105;0;2022;Logisch;00;Ja;2023-07-08T00:00:00.000;2016-09-12T00:00:00.000;2008-06-28T00:00:00.000;2008-06-28T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
01GJP3;Personenauto;HYUNDAI;I 10;20230927;20230206;1215;MPV;5;GRIJS;Niet geregistreerd;4;1086;900;1405;1000;400;700;20080630;20080630;Geen verstrekking in Open Data;10660;Ja;4;4;0;0;357;0;M1;r. dwarsbalk by voorzitting;1405;PA;e4*2001/116*0131*00;F5P11;M51AZ1;0;0.05;238;Nee;Nee;Nee;2105;0;2023;Logisch;00;Ja;2023-09-27T00:00:00.000;2023-02-06T00:00:00.000;2008-06-30T00:00:00.000;2008-06-30T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
01GJP4;Personenauto;HYUNDAI;I 10;20230704;20190626;1029;MPV;5;BLAUW;Niet geregistreerd;4;1086;900;1405;1000;400;700;20080630;20080630;Geen verstrekking in Open Data;9949;Ja;4;4;0;0;357;0;M1;r. dwarsbalk by voorzitting;1405;PA;e4*2001/116*0131*00;F5P11;M51AZ1;0;0.05;238;Nee;Nee;Nee;2105;0;2022;Logisch;00;Ja;2023-07-04T00:00:00.000;2019-06-26T00:00:00.000;2008-06-30T00:00:00.000;2008-06-30T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;
