kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;inrichting;eerste_kleur;tweede_kleur;aantal_cilinders;massa_ledig_voertuig;massa_rijklaar;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;technische_max_massa_voertuig;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;bruto_bpm;aantal_zitplaatsen;cilinderinhoud;toegestane_maximum_massa_voertuig;plaats_chassisnummer;maximum_last_onder_de_vooras_sen_tezamen_koppeling;catalogusprijs;type;typegoedkeuringsnummer;variant;uitvoering;aantal_rolstoelplaatsen;zuinigheidsclassificatie;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;maximum_ondersteunende_snelheid;maximale_constructiesnelheid;hoogte_voertuig
68GKVX;Personenauto;FERRARI;456;20071124;20150414;coupe;GRIJS;Niet geregistreerd;12;1825;1925;20010102;20010102;Geen verstrekking in Open Data;Ja;2;4;0;0;476;0;M1;2240;1;0.17;260;Nee;Nee;Nee;0;2015;Logisch;00;Ja;2007-11-24T00:00:00.000;2015-04-14T00:00:00.000;2001-01-02T00:00:00.000;2001-01-02T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;73140;4;5474;2240;op r. balk onder motorkap;;;;e3*98/14*0037*01;CL;CL;0;G;;;;;
68GZDP;Personenauto;FERRARI;456;20230121;20160628;coupe;GRIJS;Niet geregistreerd;12;1905;2005;20010424;20010424;Geen verstrekking in Open Data;Ja;2;4;0;0;476;0;M1;2330;1;0.16;260;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2023-01-21T00:00:00.000;2016-06-28T00:00:00.000;2001-04-24T00:00:00.000;2001-04-24T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;76080;4;5474;2330;op r. balk onder motorkap;;;;e3*98/14*0037*02;CL;A;0;G;;;;;
68HFVV;Personenauto;FERRARI;F129 AS;20230727;20140321;coupe;ROOD;Niet geregistreerd;8;1420;1520;19970613;20010620;Geen verstrekking in Open Data;Ja;2;4;;;;;M1;1680;;0.00;245;Nee;Nee;Nee;;2022;Geen oordeel;05;Ja;2023-07-27T00:00:00.000;2014-03-21T00:00:00.000;1997-06-13T00:00:00.000;2001-06-20T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;43609;;;1680;tegen r. balk onder schutbord;0;;;;;;;;;;;;
68LBB9;Personenauto;FERRARI;FERRARI MONDIAL T;20210528;20200709;cabriolet;ROOD;Niet geregistreerd;8;1530;1630;19920601;20100406;Geen verstrekking in Open Data;Ja;2;4;;;;;M1;1900;;0.13;265;Nee;Nee;Nee;;2020;Geen oordeel;05;Ja;2021-05-28T00:00:00.000;2020-07-09T00:00:00.000;1992-06-01T00:00:00.000;2010-04-06T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;3403;1900;r. by schroefveerkoker;0;;;;;;;;;;;;
68RBVX;Personenauto;FERRARI;430;20230909;20191115;coupe;ROOD;Niet geregistreerd;8;1425;1525;20050408;20050408;Geen verstrekking in Open Data;Ja;2;4;0;0;451;0;M1;1720;0;0.23;260;Nee;Ja;Nee;0;2022;Logisch;00;Ja;2023-09-09T00:00:00.000;2019-11-15T00:00:00.000;2005-04-08T00:00:00.000;2005-04-08T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;55322;2;4308;1720;op bodemplaat onder r. voorzitting;;;;e3*2001/116*0043*08;EB;E;0;G;;;;;
68RHL6;Personenauto;FERRARI;430;20210713;20110622;coupe;ROOD;Niet geregistreerd;8;1425;1525;20050421;20110622;Geen verstrekking in Open Data;Ja;2;4;;;;;M1;1720;;0.23;260;Nee;Ja;Nee;;2020;Geen oordeel;05;Ja;2021-07-13T00:00:00.000;2011-06-22T00:00:00.000;2005-04-21T00:00:00.000;2011-06-22T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;55321;2;4308;1720;op bodemplaat onder r. voorzitting;0;;;;;;;;;;;;
68RJRN;Personenauto;FERRARI;612;20240127;20230117;coupe;BLAUW;Niet geregistreerd;12;1840;1940;20050425;20050425;Geen verstrekking in Open Data;Ja;2;4;0;0;490;0;M1;2250;1;0.20;295;Nee;Ja;Nee;0;2023;Onlogisch;04;Ja;2024-01-27T00:00:00.000;2023-01-17T00:00:00.000;2005-04-25T00:00:00.000;2005-04-25T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;89011;4;5748;2250;op bodemplaat by r. voorzitting;;;;e3*2001/116*0172*00;AL;E;0;G;;;;;
69FKSR;Personenauto;FERRARI;F 355;20160701;20130518;cabriolet;ROOD;Niet geregistreerd;8;1465;1565;19980703;20000522;Geen verstrekking in Open Data;Nee;2;4;0;0;425;0;M1;1700;0;0.18;245;Nee;Nee;Nee;0;2015;Geen oordeel;05;Ja;2016-07-01T00:00:00.000;2013-05-18T00:00:00.000;1998-07-03T00:00:00.000;2000-05-22T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;2;3496;1700;op r. balk onder motorkap;;;;e3*96/79*0035*00;AD;AD;0;;;;;;
69HKVT;Personenauto;FERRARI;456;20231028;20080202;coupe;GROEN;Niet geregistreerd;12;1825;1925;20010829;20010829;Geen verstrekking in Open Data;Ja;2;4;0;0;476;0;M1;2240;1;0.17;260;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2023-10-28T00:00:00.000;2008-02-02T00:00:00.000;2001-08-29T00:00:00.000;2001-08-29T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;73855;4;5474;2240;op r. balk onder motorkap;;;;e3*98/14*0037*02;CL;CL;0;G;;;;;
69JJXJ;Personenauto;FERRARI;360;20231111;20221028;coupe;GRIJS;Niet geregistreerd;8;1375;1475;20000721;20020503;Geen verstrekking in Open Data;Ja;2;4;0;0;448;0;M1;1720;1;0.20;260;Nee;Nee;Nee;0;2022;Geen oordeel;05;Ja;2023-11-11T00:00:00.000;2022-10-28T00:00:00.000;2000-07-21T00:00:00.000;2002-05-03T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;48053;2;3586;1720;op bodemplaat onder r. voorzitting;;;;e3*98/14*0043*01;AB;E;0;;;;;;
69LPBD;Personenauto;FERRARI;355 BERLINETTA;20230516;20100630;coupe;ROOD;Niet geregistreerd;8;1420;1520;19950316;20030328;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;1680;0;0.18;245;Nee;Nee;Nee;0;2022;Geen oordeel;05;Ja;2023-05-16T00:00:00.000;2010-06-30T00:00:00.000;1995-03-16T00:00:00.000;2003-03-28T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;40237;;3496;1680;tegen r. balk onder motorkap;;;;;;;;;;;;;
69RBVX;Personenauto;FERRARI;430;20240127;20210317;coupe;ZWART;Niet geregistreerd;8;1425;1525;20050205;20050205;Geen verstrekking in Open Data;Ja;2;4;0;0;451;0;M1;1720;0;0.23;260;Nee;Ja;Nee;0;2023;Logisch;00;Ja;2024-01-27T00:00:00.000;2021-03-17T00:00:00.000;2005-02-05T00:00:00.000;2005-02-05T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;57966;2;4308;1720;op bodemplaat onder r. voorzitting;;;;e3*2001/116*0043*08;EB;E;0;G;;;;;
69SGVL;Personenauto;FERRARI;612;20220723;20190321;coupe;GRIJS;Niet geregistreerd;12;1840;1940;20060113;20060113;Geen verstrekking in Open Data;Ja;2;4;0;0;490;0;M1;2250;3;0.20;295;Nee;Ja;Nee;0;2021;Logisch;00;Ja;2022-07-23T00:00:00.000;2019-03-21T00:00:00.000;2006-01-13T00:00:00.000;2006-01-13T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;84174;4;5748;2250;op bodemplaat by r. voorzitting;;;;e3*2001/116*0172*00;AL;E;0;G;;;;;
69SPTH;Personenauto;FERRARI;F 129;20100423;20200130;cabriolet;BLAUW;Niet geregistreerd;8;1520;1620;19970113;20060414;Geen verstrekking in Open Data;Ja;2;4;;;;;M1;1700;;0.17;245;Nee;Nee;Nee;;2009;Geen oordeel;05;Ja;2010-04-23T00:00:00.000;2020-01-30T00:00:00.000;1997-01-13T00:00:00.000;2006-04-14T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;44586;2;3496;1700;tegen r. balk in motorruimte;0;;;;;;;;;;;;
69XBZH;Personenauto;FERRARI;599;20230603;20150625;coupe;ROOD;Niet geregistreerd;12;1680;1780;20070212;20070403;Geen verstrekking in Open Data;Ja;2;4;0;0;467;0;M1;2000;0;0.26;275;Nee;Nee;Nee;0;2022;Geen oordeel;05;Ja;2023-06-03T00:00:00.000;2015-06-25T00:00:00.000;2007-02-12T00:00:00.000;2007-04-03T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;91090;2;5999;2000;op dwarsbalk a. r. voorzitting;;;;e3*2001/116*0227*00;AB;E;0;G;;;;;
69XTVK;Personenauto;FERRARI;430;20230828;20200702;cabriolet;GRIJS;Niet geregistreerd;8;1495;1595;20060302;20080329;Geen verstrekking in Open Data;Ja;2;4;0;0;451;0;M1;1720;0;0.22;260;Nee;Ja;Nee;0;2022;Geen oordeel;05;Ja;2023-08-28T00:00:00.000;2020-07-02T00:00:00.000;2006-03-02T00:00:00.000;2008-03-29T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;68410;2;4308;1720;op bodemplaat onder r. voorzitting;;;;e3*2001/116*0043*08;ED;E;0;G;;;;;
69ZPSX;Personenauto;FERRARI;360;20231012;20080418;coupe;GRIJS;Niet geregistreerd;8;1375;1475;20000308;20080418;Geen verstrekking in Open Data;Nee;2;4;0;0;448;0;M1;1720;1;0.20;260;Nee;Nee;Nee;0;2022;Geen oordeel;05;Ja;2023-10-12T00:00:00.000;2008-04-18T00:00:00.000;2000-03-08T00:00:00.000;2008-04-18T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;40840;2;3586;1720;op bodemplaat onder r. voorzitting;;;;e3*98/14*0043*01;AB;E;0;;;;;;
6KBF82;Personenauto;FERRARI;458;20230308;20220217;cabriolet;GEEL;Niet geregistreerd;8;1540;1640;20130308;20130308;Geen verstrekking in Open Data;Ja;2;4;0;0;453;0;M1;1835;0;0.25;265;Nee;Ja;Nee;0;2022;Logisch;00;Ja;2023-03-08T00:00:00.000;2022-02-17T00:00:00.000;2013-03-08T00:00:00.000;2013-03-08T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;46831;2;4497;1835;r. dwarsbalk onder voorzitting;;306717;F 142;e3*2007/46*0040*04;AD;E;0;G;;;;;
6KBK23;Personenauto;FERRARI;FF;20230112;20210716;coupe;GRIJS;Niet geregistreerd;12;1855;1955;20120112;20130313;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;2320;0;0.25;299;Nee;Ja;Nee;0;2022;Geen oordeel;05;Ja;2023-01-12T00:00:00.000;2021-07-16T00:00:00.000;2012-01-12T00:00:00.000;2013-03-13T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;76275;4;6262;2320;r. by achterzitting;0;432071;F151;e24*KS07/46*0025*02;AL;E;0;G;;;;;
6KFG29;Personenauto;FERRARI;360;20240119;20170928;coupe;ROOD;Niet geregistreerd;8;1375;1475;20010409;20130404;Geen verstrekking in Open Data;Ja;2;4;0;0;448;0;M1;1720;1;0.20;260;Nee;Nee;Nee;0;2022;Geen oordeel;05;Ja;2024-01-19T00:00:00.000;2017-09-28T00:00:00.000;2001-04-09T00:00:00.000;2013-04-04T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;48099;2;3586;1720;op bodemplaat onder r. voorzitting;0;;;e3*98/14*0043*03;AB;E;0;G;;;;;
6KNP61;Personenauto;FERRARI;TESTAROSSA U9;20240617;20130605;coupe;GRIJS;Niet geregistreerd;12;1700;1800;19910801;20130605;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;1840;0;0.16;255;Nee;Nee;Nee;0;2022;Geen oordeel;05;Ja;2024-06-17T00:00:00.000;2013-06-05T00:00:00.000;1991-08-01T00:00:00.000;2013-06-05T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;2;4943;1840;op r. balk onder motorkap;0;;1F1007;;;;;;;;;;
6KSF65;Personenauto;FERRARI;599;20231110;20211115;coupe;GRIJS;Niet geregistreerd;12;1680;1780;20081009;20130626;Geen verstrekking in Open Data;Ja;2;4;0;0;467;0;M1;2000;0;0.26;275;Nee;Nee;Nee;0;2022;Geen oordeel;05;Ja;2023-11-10T00:00:00.000;2021-11-15T00:00:00.000;2008-10-09T00:00:00.000;2013-06-26T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;98851;2;5999;2000;op dwarsbalk a. r. voorzitting;0;;;e3*2001/116*0227*02;AB;E;0;G;;;;;
6KVH62;Personenauto;FERRARI;430;20231031;20221102;coupe;ROOD;Niet geregistreerd;8;1355;1455;20080417;20130724;Geen verstrekking in Open Data;Ja;2;4;0;0;451;0;M1;1680;0;0.26;260;Nee;Nee;Nee;0;2022;Geen oordeel;05;Ja;2023-10-31T00:00:00.000;2022-11-02T00:00:00.000;2008-04-17T00:00:00.000;2013-07-24T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;69001;2;4308;1680;op bodemplaat onder r. voorzitting;0;;;e3*2001/116*0043*09;EB;L;0;G;;;;;
6SKR14;Personenauto;FERRARI;F 12;20240206;20180727;coupe;ZWART;Niet geregistreerd;12;1691;1791;20130108;20131025;Geen verstrekking in Open Data;Ja;2;4;0;0;463;0;M1;2000;0;0.30;272;Nee;Ja;Nee;0;2023;Geen oordeel;05;Ja;2024-02-06T00:00:00.000;2018-07-27T00:00:00.000;2013-01-08T00:00:00.000;2013-10-25T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;104686;2;6262;2000;r. voorzitting;0;376718;F152;e24*KS07/46*0077*01;AB;E;0;G;;;;;
6THF47;Personenauto;FERRARI;458;20200206;20180309;coupe;ROOD;Niet geregistreerd;8;1385;1485;20140206;20140206;Geen verstrekking in Open Data;Nee;2;4;0;0;457;0;M1;1690;0;0.30;265;Nee;Ja;Nee;0;2021;Logisch;00;Ja;2020-02-06T00:00:00.000;2018-03-09T00:00:00.000;2014-02-06T00:00:00.000;2014-02-06T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;50193;2;4497;1690;r. dwarsbalk onder voorzitting;;321600;F 142;e3*2007/46*0040*06;AB;L;0;G;;;;;
6TLB64;Personenauto;FERRARI;458;20230426;20160212;coupe;ROOD;Niet geregistreerd;8;1490;1590;20120426;20140313;Geen verstrekking in Open Data;Ja;2;4;0;0;453;0;M1;1785;0;0.26;265;Nee;Ja;Nee;0;2022;Geen oordeel;05;Ja;2023-04-26T00:00:00.000;2016-02-12T00:00:00.000;2012-04-26T00:00:00.000;2014-03-13T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;54729;2;4497;1785;r. dwarsbalk onder voorzitting;0;293788;F 142;e3*2007/46*0040*03;AB;E;0;G;;;;;
6TNF87;Personenauto;FERRARI;458;20230906;20140612;coupe;ZWART;Niet geregistreerd;8;1490;1590;20130906;20140324;Geen verstrekking in Open Data;Ja;2;4;;;;;M1;1785;;0.26;265;Nee;Ja;Nee;;2022;Onlogisch;04;Ja;2023-09-06T00:00:00.000;2014-06-12T00:00:00.000;2013-09-06T00:00:00.000;2014-03-24T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;28911;2;4497;1785;r. dwarsbalk onder voorzitting;0;291497;;;;;;;;;;;
6TNP72;Personenauto;FERRARI;FERRARI 612;20230311;20210325;coupe;GRIJS;Niet geregistreerd;12;1870;1970;20050805;20140402;Geen verstrekking in Open Data;Ja;2;4;;;;;M1;2250;;0.20;295;Nee;Ja;Nee;;2022;Geen oordeel;05;Ja;2023-03-11T00:00:00.000;2021-03-25T00:00:00.000;2005-08-05T00:00:00.000;2014-04-02T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;83979;4;5748;2250;r. bodemplaat by voorzitting;0;;;;;;;;;;;;
6TTH15;Personenauto;FERRARI;CALIFORNIA;20240103;20220204;cabriolet;WIT;Niet geregistreerd;8;1775;1875;20110111;20140506;Geen verstrekking in Open Data;Ja;2;4;0;0;456;0;M1;2200;0;0.18;267;Nee;Ja;Nee;0;2022;Geen oordeel;05;Ja;2024-01-03T00:00:00.000;2022-02-04T00:00:00.000;2011-01-11T00:00:00.000;2014-05-06T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;60055;4;4297;2200;by achterzitting r.;0;250827;F 149;e3*2001/116*0285*00;BD;EL;0;G;;;;;
6TTT68;Personenauto;FERRARI;TESTAROSSA;20240819;20210909;coupe;GRIJS;Niet geregistreerd;12;1600;1700;19880509;20140509;Geen verstrekking in Open Data;Ja;2;4;;;;;M1;1840;;0.17;255;Nee;Nee;Nee;;2022;Geen oordeel;05;Ja;2024-08-19T00:00:00.000;2021-09-09T00:00:00.000;1988-05-09T00:00:00.000;2014-05-09T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;2;4942;1840;r. motorruimte;;;;;;;;;;;;;
6TZG97;Personenauto;FERRARI;F 133;20230627;20220130;coupe;ROOD;Niet geregistreerd;12;1665;1765;19980602;20140605;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;1950;1;0.20;249;Nee;Nee;Nee;0;2022;Geen oordeel;05;Ja;2023-06-27T00:00:00.000;2022-01-30T00:00:00.000;1998-06-02T00:00:00.000;2014-06-05T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;68972;2;5474;1950;op r. balk onder motorkap;0;;;e3*95/54*0010*00;AB;M;0;;;;0.00;;
6XGB68;Personenauto;FERRARI;458;20230512;20160902;coupe;BLAUW;Niet geregistreerd;8;1385;1485;20140718;20140718;Geen verstrekking in Open Data;Ja;2;4;0;0;457;0;M1;1690;1;0.30;265;Nee;Ja;Nee;0;2022;Logisch;00;Ja;2023-05-12T00:00:00.000;2016-09-02T00:00:00.000;2014-07-18T00:00:00.000;2014-07-18T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;50193;2;4497;1690;r. dwarsbalk onder voorzitting;;323268;F 142;e3*2007/46*0040*06;AB;L;0;G;;;;;
6XHR07;Personenauto;FERRARI;612;20230131;20230120;coupe;ZWART;Niet geregistreerd;12;1825;1925;20050317;20140805;Geen verstrekking in Open Data;Ja;2;4;0;0;490;0;M1;2250;1;0.21;295;Nee;Nee;Nee;0;2023;Geen oordeel;05;Ja;2023-01-31T00:00:00.000;2023-01-20T00:00:00.000;2005-03-17T00:00:00.000;2014-08-05T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;83979;4;5748;2250;op bodemplaat by r. voorzitting;0;;;e3*2001/116*0172*00;AL;M;0;G;;;;;
6XLF66;Personenauto;FERRARI;612;20230826;20220827;coupe;ZWART;Niet geregistreerd;12;1865;1965;20090213;20140905;Geen verstrekking in Open Data;Ja;2;4;;;490;195;M1;2300;2;0.20;295;Nee;Nee;Nee;;2022;Geen oordeel;05;Ja;2023-08-26T00:00:00.000;2022-08-27T00:00:00.000;2009-02-13T00:00:00.000;2014-09-05T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;123597;4;5748;2300;;;;;e3*2001/116*0172*01;AL;E;;G;20220822;2022-08-22T00:00:00.000;;315;138
