kenteken;voertuigsoort;merk;handelsbenaming;datum_tenaamstelling;inrichting;eerste_kleur;tweede_kleur;aantal_cilinders;massa_ledig_voertuig;massa_rijklaar;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;aantal_deuren;aantal_wielen;europese_voertuigcategorie;plaats_chassisnummer;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;maximum_last_onder_de_vooras_sen_tezamen_koppeling;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;aantal_zitplaatsen;cilinderinhoud;maximum_trekken_massa_geremd;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;technische_max_massa_voertuig;volgnummer_wijziging_eu_typegoedkeuring;maximum_massa_samenstelling;vervaldatum_apk;vervaldatum_apk_dt;bruto_bpm;toegestane_maximum_massa_voertuig;maximum_massa_trekken_ongeremd;catalogusprijs;type;typegoedkeuringsnummer;variant;uitvoering;aantal_rolstoelplaatsen;maximum_ondersteunende_snelheid;zuinigheidsclassificatie;type_gasinstallatie;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt
00JXB3;Personenauto;CITROEN;CITROEN C1;20090915;hatchback;BLAUW;Niet geregistreerd;3;780;880;20090915;20090915;Geen verstrekking in Open Data;Ja;4;4;M1;r. op bodemplaat by voorzitting;0.06;234;Nee;Nee;Nee;2022;Logisch;00;Ja;2009-09-15T00:00:00.000;2009-09-15T00:00:00.000;2009-09-15T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4;998;;0;0;344;0;1190;0;0;20230915;2023-09-15T00:00:00.000;;1190;;10385;P*****;e11*2001/116*0238*06;NCFA;C;0;;A;;;
00JZG3;Personenauto;CITROEN;C3 PICASSO;20200812;MPV;BLAUW;Niet geregistreerd;4;1234;1334;20090929;20090929;Geen verstrekking in Open Data;Ja;4;4;M1;r. deurstyl;0.05;254;Nee;Nee;Nee;2022;Logisch;00;Ja;2020-08-12T00:00:00.000;2009-09-29T00:00:00.000;2009-09-29T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5;1397;1100;0;0;408;0;1742;0;2592;20230616;2023-06-16T00:00:00.000;4026;1742;650;19890;SH****;e2*2001/116*0371*02;8FS;C/1;0;;C;;;
00JZJ6;Personenauto;CITROEN;C4 PICASSO;20090930;MPV;BLAUW;Niet geregistreerd;4;1461;1561;20090930;20090930;Geen verstrekking in Open Data;Ja;4;4;M1;r. tegen schroefveerkoker onder motorkap;0.06;273;Nee;Nee;Nee;2022;Logisch;00;Ja;2009-09-30T00:00:00.000;2009-09-30T00:00:00.000;2009-09-30T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;7;1598;1500;0;0;459;0;2200;1;3400;20230930;2023-09-30T00:00:00.000;5186;2200;750;26584;U;e2*2001/116*0345*09;A5FW;C/1;0;0.00;B;;;
00KBL7;Personenauto;CITROEN;C4;20160226;hatchback;BLAUW;Niet geregistreerd;4;1195;1295;20091021;20091021;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;0.07;261;Nee;Nee;Nee;2022;Logisch;00;Ja;2016-02-26T00:00:00.000;2009-10-21T00:00:00.000;2009-10-21T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5;1598;1545;0;0;0;0;1731;0;3031;20230810;2023-08-10T00:00:00.000;3936;1731;645;21615;L*****;e2*2001/116*0302*16;C5FW;C/1;0;;B;;;
00KBR1;Personenauto;CITROEN;CITROEN C1;20160423;hatchback;BLAUW;Niet geregistreerd;3;780;880;20091008;20091008;Geen verstrekking in Open Data;Ja;4;4;M1;r. op bodemplaat by voorzitting;0.06;234;Nee;Nee;Nee;2022;Logisch;00;Ja;2016-04-23T00:00:00.000;2009-10-08T00:00:00.000;2009-10-08T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4;998;;0;0;344;0;1190;0;0;20231015;2023-10-15T00:00:00.000;;1190;;11080;P*****;e11*2001/116*0238*06;NCFA;C;0;;A;;;
00KBV8;Personenauto;CITROEN;BERLINGO;20110701;stationwagen;BLAUW;Niet geregistreerd;4;1372;1472;20091016;20091016;Geen verstrekking in Open Data;Ja;0;4;M1;tegen r. schroefveerkoker onder motorkap;0.04;273;Nee;Nee;Nee;2022;Logisch;00;Ja;2011-07-01T00:00:00.000;2009-10-16T00:00:00.000;2009-10-16T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5;1587;1200;0;0;438;0;2025;0;2925;20231016;2023-10-16T00:00:00.000;4494;2025;735;20560;7*****;e2*2001/116*0366*00;JNFR;C;0;0.00;D;;;
00KDJ4;Personenauto;CITROEN;CITROEN C1;20091030;hatchback;BLAUW;Niet geregistreerd;3;780;880;20091030;20091030;Geen verstrekking in Open Data;Ja;4;4;M1;r. op bodemplaat by voorzitting;0.06;234;Nee;Ja;Nee;2022;Logisch;00;Ja;2009-10-30T00:00:00.000;2009-10-30T00:00:00.000;2009-10-30T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4;998;;0;0;344;0;1190;0;0;20231030;2023-10-30T00:00:00.000;;1190;;10385;P*****;e11*2001/116*0238*06;NCFA;C;0;;A;;;
00KFD4;Personenauto;CITROEN;CITROEN C1;20200918;hatchback;BLAUW;Niet geregistreerd;3;775;875;20091028;20091028;Geen verstrekking in Open Data;Ja;2;4;M1;r. op bodemplaat by voorzitting;0.06;234;Nee;Nee;Nee;2022;Onlogisch;04;Ja;2020-09-18T00:00:00.000;2009-10-28T00:00:00.000;2009-10-28T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4;998;;0;0;344;0;1180;0;0;20231028;2023-10-28T00:00:00.000;;1180;;8785;P*****;e11*2001/116*0238*06;MCFA;C;0;;A;;;
00KFG3;Personenauto;CITROEN;C5;20150604;stationwagen;BLAUW;Niet geregistreerd;4;1553;1653;20091030;20091030;Geen verstrekking in Open Data;Ja;4;4;M1;r. in watergoot onder motorkap;0.06;282;Nee;Nee;Nee;2022;Logisch;00;Ja;2015-06-04T00:00:00.000;2009-10-30T00:00:00.000;2009-10-30T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5;1997;1790;0;0;483;0;2183;0;3683;20230604;2023-06-04T00:00:00.000;8451;2183;750;37480;R*****;e2*2001/116*0360*07;WRFJ;C;0;;C;;;
00KGV3;Personenauto;CITROEN;C4 PICASSO;20181212;MPV;BLAUW;Niet geregistreerd;4;1433;1533;20091117;20091117;Geen verstrekking in Open Data;Ja;4;4;M1;r. tegen schroefveerkoker onder motorkap;0.06;273;Nee;Nee;Nee;2022;Logisch;00;Ja;2018-12-12T00:00:00.000;2009-11-17T00:00:00.000;2009-11-17T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5;1598;1500;0;0;447;0;2015;1;3415;20231207;2023-12-07T00:00:00.000;5333;2015;750;25085;U;e2*2001/116*0345*09;D5FW;C/1;0;0.00;C;;;
00KKD1;Personenauto;CITROEN;C4 PICASSO;20180822;stationwagen;BLAUW;Niet geregistreerd;4;1481;1581;20100102;20100102;Geen verstrekking in Open Data;Ja;4;4;M1;r. tegen schroefveerkoker onder motorkap;0.07;273;Nee;Nee;Nee;2023;Logisch;00;Ja;2018-08-22T00:00:00.000;2010-01-02T00:00:00.000;2010-01-02T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5;1598;1500;0;0;447;0;2040;0;3440;20240107;2024-01-07T00:00:00.000;6918;2040;750;30951;U;e2*2001/116*0345*10;D5FX;H/1P;0;;C;;;
00KKL4;Personenauto;CITROEN;C5;20120224;sedan;BLAUW;Niet geregistreerd;4;1558;1658;20100108;20100108;Geen verstrekking in Open Data;Ja;4;4;M1;r. in watergoot onder motorkap;0.06;282;Nee;Nee;Nee;2022;Logisch;00;Ja;2012-02-24T00:00:00.000;2010-01-08T00:00:00.000;2010-01-08T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5;1997;1720;0;0;478;0;2090;0;3590;20231103;2023-11-03T00:00:00.000;9003;2090;750;35879;R*****;e2*2001/116*0360*07;DRFJ;F;0;;D;;;
00KLS6;Personenauto;CITROEN;CITROEN C1;20210719;hatchback;BLAUW;Niet geregistreerd;3;775;875;20091231;20091231;Geen verstrekking in Open Data;Ja;2;4;M1;r. op bodemplaat by voorzitting;0.06;234;Nee;Nee;Nee;2022;Logisch;00;Ja;2021-07-19T00:00:00.000;2009-12-31T00:00:00.000;2009-12-31T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4;998;;0;0;344;0;1180;0;0;20230215;2023-02-15T00:00:00.000;;1180;;9010;P*****;e11*2001/116*0238*07;MCFA;C;0;;A;;;
00KVH9;Personenauto;CITROEN;C4 PICASSO;20220901;stationwagen;BLAUW;Niet geregistreerd;4;1481;1581;20100325;20100325;Geen verstrekking in Open Data;Ja;4;4;M1;r. tegen schroefveerkoker onder motorkap;0.07;273;Nee;Nee;Nee;2022;Logisch;00;Ja;2022-09-01T00:00:00.000;2010-03-25T00:00:00.000;2010-03-25T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5;1598;1500;0;0;447;0;2040;0;3440;20230830;2023-08-30T00:00:00.000;7990;2040;750;38595;U;e2*2001/116*0345*10;D5FX;H/P;0;;C;;;
00KZV3;Personenauto;CITROEN;C4;20150408;hatchback;BLAUW;Niet geregistreerd;4;1248;1348;20100320;20100320;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;0.07;261;Nee;Nee;Nee;2022;Logisch;00;Ja;2015-04-08T00:00:00.000;2010-03-20T00:00:00.000;2010-03-20T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5;1598;1515;0;0;0;0;1761;0;3031;20230407;2023-04-07T00:00:00.000;4620;1761;670;22215;L*****;e2*2001/116*0302*17;C5FW;F;0;;D;;;
00LBG5;Personenauto;CITROEN;C4 PICASSO;20130801;stationwagen;BLAUW;Niet geregistreerd;4;1505;1605;20100326;20100326;Geen verstrekking in Open Data;Ja;4;4;M1;r. tegen schroefveerkoker onder motorkap;0.07;273;Nee;Nee;Nee;2022;Logisch;00;Ja;2013-08-01T00:00:00.000;2010-03-26T00:00:00.000;2010-03-26T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;7;1598;1500;0;0;459;0;2220;0;3420;20230730;2023-07-30T00:00:00.000;6838;2220;750;32884;U;e2*2001/116*0345*10;A5FX;H/1P;0;;C;;;
00LFV7;Personenauto;CITROEN;C5;20180601;sedan;BLAUW;Niet geregistreerd;4;1446;1546;20100414;20100414;Geen verstrekking in Open Data;Ja;4;4;M1;r. in watergoot onder motorkap;0.07;282;Nee;Nee;Nee;2022;Logisch;00;Ja;2018-06-01T00:00:00.000;2010-04-14T00:00:00.000;2010-04-14T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5;1598;1730;0;0;478;0;2065;0;3565;20230601;2023-06-01T00:00:00.000;6591;2065;750;32450;R*****;e2*2001/116*0360*08;D5FV;8;0;;B;;;
00LGH6;Personenauto;CITROEN;CITROEN C1;20210118;hatchback;BLAUW;Niet geregistreerd;3;775;875;20100415;20100415;Geen verstrekking in Open Data;Ja;2;4;M1;r. op bodemplaat by voorzitting;0.06;234;Nee;Nee;Nee;2023;Logisch;00;Ja;2021-01-18T00:00:00.000;2010-04-15T00:00:00.000;2010-04-15T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4;998;;0;0;344;0;1180;0;0;20240106;2024-01-06T00:00:00.000;;1180;;10185;P*****;e11*2001/116*0238*07;MCFA;C;0;;A;;;
00LJS3;Personenauto;CITROEN;CITROEN C1;20190712;hatchback;BLAUW;Niet geregistreerd;3;780;880;20100429;20100429;Geen verstrekking in Open Data;Ja;4;4;M1;r. op bodemplaat by voorzitting;0.06;234;Nee;Ja;Nee;2022;Logisch;00;Ja;2019-07-12T00:00:00.000;2010-04-29T00:00:00.000;2010-04-29T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4;998;;0;0;344;0;1190;0;0;20230507;2023-05-07T00:00:00.000;;1190;;11180;P*****;e11*2001/116*0238*07;NCFA;C;0;;A;;;
00LKL9;Personenauto;CITROEN;CITROEN NEMO;20120316;MPV;BLAUW;Niet geregistreerd;4;1155;1255;20100512;20100512;Geen verstrekking in Open Data;Ja;0;4;M1;op bodemplaat by r. voorzitting;0.04;251;Nee;Nee;Nee;2022;Logisch;00;Ja;2012-03-16T00:00:00.000;2010-05-12T00:00:00.000;2010-05-12T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5;1360;600;0;0;0;0;1690;1;2290;20230512;2023-05-12T00:00:00.000;3184;1690;400;16015;A;e3*2001/116*0273*04;JKFV;C/H;0;;D;;;
00LLV1;Personenauto;CITROEN;C4 PICASSO;20140829;MPV;BLAUW;Niet geregistreerd;4;1433;1533;20090831;20100721;Geen verstrekking in Open Data;Ja;4;4;M1;r. tegen schroefveerkoker onder motorkap;0.06;273;Nee;Nee;Nee;2022;Geen oordeel;05;Ja;2014-08-29T00:00:00.000;2009-08-31T00:00:00.000;2010-07-21T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5;1598;1500;0;0;447;0;2015;1;3415;20230831;2023-08-31T00:00:00.000;6239;2015;750;;U;e2*2001/116*0345*09;D5FW;C;0;0.00;C;;;
00LNF1;Personenauto;CITROEN;CITROEN C1;20181017;hatchback;BLAUW;Niet geregistreerd;3;815;915;20100527;20100527;Geen verstrekking in Open Data;Ja;4;4;M1;r. op bodemplaat by voorzitting;0.05;234;Nee;Ja;Nee;2022;Logisch;00;Ja;2018-10-17T00:00:00.000;2010-05-27T00:00:00.000;2010-05-27T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4;998;;0;0;344;0;1190;0;0;20230527;2023-05-27T00:00:00.000;;1190;;11680;P*****;e11*2001/116*0238*07;NCFA;C/P;0;;B;;;
00LNP1;Personenauto;CITROEN;CITROEN C1;20170225;hatchback;BLAUW;Niet geregistreerd;3;780;880;20100602;20100602;Geen verstrekking in Open Data;Ja;4;4;M1;r. op bodemplaat by voorzitting;0.06;234;Nee;Nee;Nee;2023;Logisch;00;Ja;2017-02-25T00:00:00.000;2010-06-02T00:00:00.000;2010-06-02T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4;998;;0;0;344;0;1190;0;0;20240224;2024-02-24T00:00:00.000;;1190;;12470;P*****;e11*2001/116*0238*07;NCFA;C;0;;A;;;
00LTL4;Personenauto;CITROEN;C4;20180726;hatchback;BLAUW;Niet geregistreerd;4;1195;1295;20100630;20100630;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;0.07;261;Nee;Nee;Nee;2022;Logisch;00;Ja;2018-07-26T00:00:00.000;2010-06-30T00:00:00.000;2010-06-30T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5;1598;1545;0;0;0;0;1731;0;3031;20230722;2023-07-22T00:00:00.000;4344;1731;645;22215;L*****;e2*2001/116*0302*17;C5FW;C/1;0;;C;;;
00LTZ1;Personenauto;CITROEN;CITROEN C1;20190725;hatchback;BLAUW;Niet geregistreerd;3;775;875;20100630;20100630;Geen verstrekking in Open Data;Ja;2;4;M1;r. op bodemplaat by voorzitting;0.06;234;Nee;Nee;Nee;2022;Logisch;00;Ja;2019-07-25T00:00:00.000;2010-06-30T00:00:00.000;2010-06-30T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4;998;;0;0;344;0;1180;0;0;20230630;2023-06-30T00:00:00.000;;1180;;9110;P*****;e11*2001/116*0238*07;MCFA;C;0;;A;;;
00LVZ1;Personenauto;CITROEN;CITROEN C1;20190724;hatchback;BLAUW;Niet geregistreerd;3;780;880;20100727;20100727;Geen verstrekking in Open Data;Ja;4;4;M1;r. op bodemplaat by voorzitting;0.06;234;Nee;Nee;Nee;2022;Logisch;00;Ja;2019-07-24T00:00:00.000;2010-07-27T00:00:00.000;2010-07-27T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4;998;;0;0;344;0;1190;0;0;20230809;2023-08-09T00:00:00.000;;1190;;9410;P*****;e11*2001/116*0238*07;NCFA;C;0;;A;;;
00ME50;Personenauto;CITROEN;2CV6;20001016;Niet geregistreerd;BLAUW;Niet geregistreerd;2;570;670;19760515;19760515;Geen verstrekking in Open Data;Nee;4;4;M1;in bodemplaat v. voorzitting;0.00;240;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2000-10-16T00:00:00.000;1976-05-15T00:00:00.000;1976-05-15T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
00NBP5;Personenauto;CITROEN;CITROEN C1;20200118;hatchback;BLAUW;Niet geregistreerd;3;780;880;20090119;20101113;Geen verstrekking in Open Data;Ja;4;4;M1;r. bodemplaat by voorzitting;0.06;234;Nee;Ja;Nee;2022;Geen oordeel;05;Ja;2020-01-18T00:00:00.000;2009-01-19T00:00:00.000;2010-11-13T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4;998;;0;0;344;0;1190;0;0;20230715;2023-07-15T00:00:00.000;;1190;;;P*****;e11*2001/116*0238*06;NCFA;C;0;;A;;;
00NE64;Personenauto;CITROEN;AMI-8;20190826;Niet geregistreerd;BLAUW;Niet geregistreerd;2;695;795;19760910;19760910;Geen verstrekking in Open Data;Ja;4;4;M1;op bodemplaat v. achterzitting;0.00;240;Nee;Nee;Nee;2021;Geen oordeel;01;Ja;2019-08-26T00:00:00.000;1976-09-10T00:00:00.000;1976-09-10T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;0;0;0;0;0;0;0;20231223;2023-12-23T00:00:00.000;;;;;;;;;;;;;;
00NGF4;Personenauto;CITROEN;BERLINGO;20111107;MPV;BLAUW;Niet geregistreerd;4;1380;1480;20100831;20100831;Geen verstrekking in Open Data;Ja;0;4;M1;tegen r. schroefveerkoker onder motorkap;0.05;273;Nee;Nee;Nee;2022;Logisch;00;Ja;2011-11-07T00:00:00.000;2010-08-31T00:00:00.000;2010-08-31T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5;1598;1300;0;0;438;0;2000;0;3000;20230831;2023-08-31T00:00:00.000;5264;2000;740;25800;7*****;e2*2001/116*0366*08;J5FK;0;0;0.00;C;;;
00NGH9;Personenauto;CITROEN;CITROEN C1;20120712;hatchback;BLAUW;Niet geregistreerd;3;780;880;20100831;20100831;Geen verstrekking in Open Data;Ja;4;4;M1;r. op bodemplaat by voorzitting;0.06;234;Nee;Ja;Nee;2022;Logisch;00;Ja;2012-07-12T00:00:00.000;2010-08-31T00:00:00.000;2010-08-31T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4;998;;0;0;344;0;1190;0;0;20230831;2023-08-31T00:00:00.000;;1190;;11180;P*****;e11*2001/116*0238*07;NCFA;C;0;;A;;;
00NXT1;Personenauto;CITROEN;C4 PICASSO;20201117;MPV;BLAUW;Niet geregistreerd;4;1433;1533;20090904;20110126;Geen verstrekking in Open Data;Ja;4;4;M1;r. tegen schroefveerkoker onder motorkap;0.06;273;Nee;Nee;Nee;2022;Geen oordeel;05;Ja;2020-11-17T00:00:00.000;2009-09-04T00:00:00.000;2011-01-26T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5;1598;1500;0;0;447;0;2015;1;3415;20231222;2023-12-22T00:00:00.000;5460;2015;750;;U;e2*2001/116*0345*09;D5FW;C/1;0;0.00;C;;;
00PDS6;Personenauto;CITROEN;C5;20170630;sedan;BLAUW;Niet geregistreerd;4;1583;1683;20110203;20110203;Geen verstrekking in Open Data;Ja;4;4;M1;r. in watergoot onder motorkap;0.06;282;Nee;Nee;Nee;2023;Logisch;00;Ja;2017-06-30T00:00:00.000;2011-02-03T00:00:00.000;2011-02-03T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5;1997;1820;0;0;478;0;2155;0;3755;20230721;2023-07-21T00:00:00.000;9285;2155;750;37729;R*****;e2*2001/116*0360*04;DRHF;8;0;0.00;C;;;
