kenteken;voertuigsoort;merk;handelsbenaming;datum_tenaamstelling;inrichting;eerste_kleur;tweede_kleur;aantal_cilinders;massa_ledig_voertuig;massa_rijklaar;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;aantal_deuren;aantal_wielen;europese_voertuigcategorie;plaats_chassisnummer;type_gasinstallatie;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;maximum_last_onder_de_vooras_sen_tezamen_koppeling;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;technische_max_massa_voertuig;volgnummer_wijziging_eu_typegoedkeuring;maximum_massa_samenstelling;vervaldatum_apk;vervaldatum_apk_dt;bruto_bpm;aantal_zitplaatsen;cilinderinhoud;toegestane_maximum_massa_voertuig;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;catalogusprijs;type;typegoedkeuringsnummer;variant;uitvoering;aantal_rolstoelplaatsen;zuinigheidsclassificatie;maximum_ondersteunende_snelheid;maximale_constructiesnelheid;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;europese_voertuigcategorie_toevoeging;europese_uitvoeringcategorie_toevoeging
00GJS5;Personenauto;BMW;3ER REIHE;20230107;sedan;GRIJS;Niet geregistreerd;4;1325;1425;20080702;20080702;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.06;276;Nee;Nee;Nee;2023;Logisch;00;Ja;2023-01-07T00:00:00.000;2008-07-02T00:00:00.000;2008-07-02T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;452;0;1870;0;3045;20230407;2023-04-07T00:00:00.000;7304;5;1599;1870;695;1100;35847;390L;e1*2001/116*0308*08;VF31;AA;0;A;;;;;;
00GKG7;Personenauto;BMW;Z3;20161202;cabriolet;ZWART;Niet geregistreerd;4;1200;1300;19961016;20080707;Geen verstrekking in Open Data;Nee;2;4;M1;midden tegen schutbord onder motorkap;;0.08;244;Nee;Nee;Nee;2022;Geen oordeel;05;Ja;2016-12-02T00:00:00.000;1996-10-16T00:00:00.000;2008-07-07T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;1475;1;0;20231204;2023-12-04T00:00:00.000;8878;2;1895;1475;;;;;e1*93/81*0029*01;CH71;2;0;;0.00;;;;;
00GKL5;Personenauto;BMW;645 CI;20220712;cabriolet;ZWART;Niet geregistreerd;8;1800;1900;20050214;20080704;Geen verstrekking in Open Data;Ja;2;4;M1;r. schroefveerkoker;;0.13;278;Nee;Nee;Nee;2022;Onlogisch;04;Ja;2022-07-12T00:00:00.000;2005-02-14T00:00:00.000;2008-07-04T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;2255;;;20230712;2023-07-12T00:00:00.000;12150;4;4398;2255;;;118458;;;;;;;;;;;;
00GLF8;Personenauto;BMW;1ER REIHE;20210319;hatchback;BLAUW;Niet geregistreerd;4;1275;1375;20080715;20080715;Geen verstrekking in Open Data;Ja;4;4;M1;r. schroefveerkoker onder motorkap;;0.08;266;Nee;Nee;Nee;2022;Logisch;00;Ja;2021-03-19T00:00:00.000;2008-07-15T00:00:00.000;2008-07-15T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;424;0;1800;0;3075;20230715;2023-07-15T00:00:00.000;7394;5;1995;1800;670;1200;34222;187;e1*2001/116*0287*13;UE51;AL;0;B;;;;;;
00GLL4;Personenauto;BMW;3ER REIHE;20220813;sedan;GRIJS;Niet geregistreerd;4;1375;1475;20080801;20080801;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.08;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2022-08-13T00:00:00.000;2008-08-01T00:00:00.000;2008-08-01T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;452;0;1920;0;3495;20230604;2023-06-04T00:00:00.000;10215;5;1995;1920;695;1500;44979;390L;e1*2001/116*0308*08;VF91;AB;0;B;;;;;;
00GLN4;Personenauto;BMW;X3 2.5SI;20130524;terreinvoertuig;ZWART;Niet geregistreerd;6;1730;1830;20070829;20080715;Geen verstrekking in Open Data;Ja;4;4;M1;by r. schroefveerkoker onder motorkap;;0.09;279;Nee;Nee;Nee;2022;Geen oordeel;05;Ja;2013-05-24T00:00:00.000;2007-08-29T00:00:00.000;2008-07-15T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;457;0;2300;0;4150;20230525;2023-05-25T00:00:00.000;20375;5;2497;2300;720;1800;;;e1*2001/116*0249*07;PC71;02;0;F;;;;;;
00GLV4;Personenauto;BMW;3ER REIHE;20170701;sedan;ZWART;Niet geregistreerd;4;1325;1425;20080726;20080726;Geen verstrekking in Open Data;Nee;4;4;M1;op r. schroefveerkoker onder motorkap;;0.06;276;Nee;Ja;Nee;2022;Logisch;00;Ja;2017-07-01T00:00:00.000;2008-07-26T00:00:00.000;2008-07-26T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;452;0;1870;0;3045;20230514;2023-05-14T00:00:00.000;7301;5;1599;1870;695;1100;35838;390L;e1*2001/116*0308*08;VF31;AA;0;A;;;;;;
00GLZ7;Personenauto;BMW;3ER REIHE;20230128;cabriolet;ZWART;Niet geregistreerd;4;1600;1700;20080723;20080723;Geen verstrekking in Open Data;Ja;2;4;M1;op r. schroefveerkoker onder motorkap;;0.07;276;Nee;Ja;Nee;2023;Logisch;00;Ja;2023-01-28T00:00:00.000;2008-07-23T00:00:00.000;2008-07-23T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;458;0;2055;0;3630;20230919;2023-09-19T00:00:00.000;16338;4;1995;2055;720;1500;51991;;e1*2001/116*0346*06;WK71;AB;0;B;;;;;;
00GM30;Personenauto;BMW;2500 AUTOMATIC;20071017;Niet geregistreerd;BLAUW;Niet geregistreerd;6;1320;1420;19750718;19750718;Geen verstrekking in Open Data;Ja;4;4;M1;r. tegen schutbord onder motorkap;;0.00;269;Nee;Nee;Nee;2022;Geen oordeel;01;Ja;2007-10-17T00:00:00.000;1975-07-18T00:00:00.000;1975-07-18T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;20240901;2024-09-01T00:00:00.000;;;;;;;;;;;;;;;;;;;
00GNF9;Personenauto;BMW;3ER REIHE;20200217;cabriolet;GRIJS;Niet geregistreerd;6;1725;1825;20080725;20080725;Geen verstrekking in Open Data;Ja;2;4;M1;op r. schroefveerkoker onder motorkap;;0.12;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2020-02-17T00:00:00.000;2008-07-25T00:00:00.000;2008-07-25T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;458;0;2180;0;3955;20230919;2023-09-19T00:00:00.000;23420;4;2979;2180;750;1700;89988;392C;e1*2001/116*0346*07;WL71;AB;0;F;;;;;;
00GNJ1;Personenauto;BMW;3ER REIHE;20080725;sedan;GRIJS;Niet geregistreerd;4;1325;1425;20080725;20080725;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.06;276;Nee;Ja;Nee;2022;Logisch;00;Ja;2008-07-25T00:00:00.000;2008-07-25T00:00:00.000;2008-07-25T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;452;0;1870;0;3045;20230727;2023-07-27T00:00:00.000;7049;5;1599;1870;695;1100;34875;390L;e1*2001/116*0308*08;VF31;AA;0;A;;;;;;
00GNL2;Personenauto;BMW;5ER REIHE;20170526;stationwagen;ZWART;Niet geregistreerd;6;1675;1775;20080729;20080729;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.10;289;Nee;Nee;Nee;2022;Logisch;00;Ja;2017-05-26T00:00:00.000;2008-07-29T00:00:00.000;2008-07-29T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;484;0;2300;0;4360;20230605;2023-06-05T00:00:00.000;20031;5;2993;2300;750;2000;76364;560L;e1*2001/116*0230*12;PX71;AB;0;D;;;;;;
00GP12;Personenauto;BMW;1502;20000621;Niet geregistreerd;GEEL;Niet geregistreerd;4;975;1075;19750723;19750723;Geen verstrekking in Open Data;Nee;2;4;M1;op r. voorwielscherm onder motorkap;;0.00;250;Nee;Nee;Nee;1995;Geen oordeel;06;Ja;2000-06-21T00:00:00.000;1975-07-23T00:00:00.000;1975-07-23T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;19981127;1998-11-27T00:00:00.000;;;;;;;;;;;;;;;;;;;
00GPK2;Personenauto;BMW;1ER REIHE;20220709;hatchback;BLAUW;Niet geregistreerd;4;1230;1330;20080808;20080808;Geen verstrekking in Open Data;Ja;2;4;M1;r. schroefveerkoker onder motorkap;;0.07;266;Nee;Nee;Nee;2022;Logisch;00;Ja;2022-07-09T00:00:00.000;2008-08-08T00:00:00.000;2008-08-08T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;424;0;1755;0;3030;20231211;2023-12-11T00:00:00.000;6930;4;1599;1755;650;1200;32451;187;e1*2001/116*0287*13;UB71;AI;0;B;;;;;;
00GPR4;Personenauto;BMW;3ER REIHE;20200506;stationwagen;BLAUW;Niet geregistreerd;4;1405;1505;20080812;20080812;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.07;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2020-05-06T00:00:00.000;2008-08-12T00:00:00.000;2008-08-12T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;452;0;1970;0;3295;20230401;2023-04-01T00:00:00.000;8375;5;1995;1970;695;1250;39933;390L;e1*2001/116*0308*08;VR31;AA;0;A;;;;;;
00GPS9;Personenauto;BMW;3ER REIHE;20210920;stationwagen;BLAUW;Niet geregistreerd;4;1435;1535;20080811;20080811;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.07;276;Nee;Ja;Nee;2022;Logisch;00;Ja;2021-09-20T00:00:00.000;2008-08-11T00:00:00.000;2008-08-11T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;452;0;2000;0;3475;20231012;2023-10-12T00:00:00.000;10026;5;1995;2000;695;1400;44258;390L;e1*2001/116*0308*08;VR31;AB;0;B;;;;;;
00GPZ1;Personenauto;BMW;6ER REIHE;20130320;coupe;ZWART;Niet geregistreerd;8;1595;1695;20040115;20080808;Geen verstrekking in Open Data;Ja;2;4;M1;op r. schroefveerkoker onder motorkap;;0.14;278;Nee;Nee;Nee;2022;Geen oordeel;05;Ja;2013-03-20T00:00:00.000;2004-01-15T00:00:00.000;2008-08-08T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;482;0;2070;0;0;20231124;2023-11-24T00:00:00.000;28541;4;4398;2070;;;;;e1*2001/116*0253*00;EH71;32;0;E;;;;;;
00GR12;Personenauto;BMW;CS;19810805;Niet geregistreerd;GRIJS;Niet geregistreerd;6;1345;1445;19750725;19750725;Geen verstrekking in Open Data;Ja;2;4;M1;tegen schutbord onder motorkap;;0.00;262;Nee;Nee;Nee;2021;Geen oordeel;01;Ja;1981-08-05T00:00:00.000;1975-07-25T00:00:00.000;1975-07-25T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;20231001;2023-10-01T00:00:00.000;;;;;;;;;;;;;;;;;;;
00GRD2;Personenauto;BMW;3ER REIHE;20200723;cabriolet;ZWART;Niet geregistreerd;6;1660;1760;20080821;20080821;Geen verstrekking in Open Data;Ja;2;4;M1;op r. schroefveerkoker onder motorkap;;0.09;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2020-07-23T00:00:00.000;2008-08-21T00:00:00.000;2008-08-21T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;458;0;2115;0;3790;20230720;2023-07-20T00:00:00.000;18427;4;2996;2115;750;1600;73200;392C;e1*2001/116*0346*07;WN31;AB;0;D;;;;;;
00GRF6;Personenauto;BMW;3ER REIHE;20220108;stationwagen;BLAUW;Niet geregistreerd;6;1590;1690;20060612;20080812;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.10;276;Nee;Nee;Nee;2022;Geen oordeel;05;Ja;2022-01-08T00:00:00.000;2006-06-12T00:00:00.000;2008-08-12T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;452;0;2155;0;4030;20230613;2023-06-13T00:00:00.000;16856;5;2993;2155;750;1800;;;e1*2001/116*0308*04;VU91;02;0;F;;;;;;
00GRR6;Personenauto;BMW;3ER REIHE;20221022;stationwagen;ZWART;Niet geregistreerd;4;1405;1505;20080821;20080821;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.08;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2022-10-22T00:00:00.000;2008-08-21T00:00:00.000;2008-08-21T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;452;0;1970;0;3445;20230918;2023-09-18T00:00:00.000;8210;5;1995;1970;695;1400;39303;390L;e1*2001/116*0308*08;VR91;AA;0;A;;;;;;
00GRZ6;Personenauto;BMW;3ER REIHE;20220425;stationwagen;BLAUW;Niet geregistreerd;4;1435;1535;20080901;20080901;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.07;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2022-04-25T00:00:00.000;2008-09-01T00:00:00.000;2008-09-01T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;452;0;2000;0;3475;20230917;2023-09-17T00:00:00.000;8953;5;1995;2000;695;1400;40166;390L;e1*2001/116*0308*08;VR31;AB;0;B;;;;;;
00GS33;Personenauto;BMW;2.5 CS AUTOMATIC;20200821;Niet geregistreerd;GRIJS;Niet geregistreerd;6;1345;1445;19751017;19751017;Geen verstrekking in Open Data;Ja;2;4;M1;tegen schutbord onder motorkap;;0.00;264;Nee;Nee;Nee;2022;Geen oordeel;01;Ja;2020-08-21T00:00:00.000;1975-10-17T00:00:00.000;1975-10-17T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;20240606;2024-06-06T00:00:00.000;;;;;;;;;;;;;;;;;;;
00GSV9;Personenauto;BMW;3ER REIHE;20180629;stationwagen;GRIJS;Niet geregistreerd;4;1405;1505;20080902;20080902;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.07;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2018-06-29T00:00:00.000;2008-09-02T00:00:00.000;2008-09-02T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;452;0;1970;0;3295;20230627;2023-06-27T00:00:00.000;7603;5;1995;1970;695;1250;36988;390L;e1*2001/116*0308*08;VR31;AA;0;A;;;;;;
00GTT9;Personenauto;BMW;1ER REIHE;20211009;hatchback;ZWART;Niet geregistreerd;4;1230;1330;20080911;20080911;Geen verstrekking in Open Data;Ja;2;4;M1;r. schroefveerkoker onder motorkap;;0.07;266;Nee;Nee;Nee;2022;Logisch;00;Ja;2021-10-09T00:00:00.000;2008-09-11T00:00:00.000;2008-09-11T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;424;0;1755;0;3030;20231018;2023-10-18T00:00:00.000;6201;4;1599;1755;650;1200;29672;187;e1*2001/116*0287*13;UB71;AI;0;B;;;;;;
00GVB3;Personenauto;BMW;Z3;20130731;cabriolet;GROEN;Niet geregistreerd;4;1125;1225;19960426;20080908;Geen verstrekking in Open Data;Ja;2;4;M1;schutbord;;0.07;244;Nee;Nee;Nee;2022;Geen oordeel;05;Ja;2013-07-31T00:00:00.000;1996-04-26T00:00:00.000;2008-09-08T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;1400;;;20231031;2023-10-31T00:00:00.000;7444;2;1796;1400;;;;;;;;;;;;;;;
00GVF2;Personenauto;BMW;1ER REIHE;20220705;stationwagen;ZWART;Niet geregistreerd;4;1220;1320;20080913;20080913;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.06;266;Nee;Nee;Nee;2022;Logisch;00;Ja;2022-07-05T00:00:00.000;2008-09-13T00:00:00.000;2008-09-13T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;424;0;1745;0;3020;20230705;2023-07-05T00:00:00.000;7332;5;1596;1745;635;1200;30891;187;e1*2001/116*0287*10;UE11;01;0;D;;;;;;
00GVN3;Personenauto;BMW;1ER REIHE;20200503;stationwagen;BRUIN;Niet geregistreerd;4;1250;1350;20081004;20081004;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.08;266;Nee;Nee;Nee;2022;Logisch;00;Ja;2020-05-03T00:00:00.000;2008-10-04T00:00:00.000;2008-10-04T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;424;0;1775;0;3050;20231010;2023-10-10T00:00:00.000;6518;5;1995;1775;670;1200;30880;187;e1*2001/116*0287*15;UE51;AJ;0;B;;;;;;
00GXB7;Personenauto;BMW;3ER REIHE;20080917;cabriolet;ZWART;Niet geregistreerd;6;1575;1675;20060214;20080917;Geen verstrekking in Open Data;Ja;2;4;M1;op r. schroefveerkoker onder motorkap;;0.08;273;Nee;Nee;Nee;2022;Onlogisch;04;Ja;2008-09-17T00:00:00.000;2006-02-14T00:00:00.000;2008-09-17T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;449;0;2020;0;3695;20230219;2023-02-19T00:00:00.000;15409;4;2494;2020;720;1600;;;e1*2001/116*0146*12;BW31;32;0;G;;;;;;
00GXK4;Personenauto;BMW;5ER REIHE;20150214;stationwagen;ZWART;Niet geregistreerd;6;1565;1665;20080926;20080926;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.08;289;Nee;Nee;Nee;2023;Logisch;00;Ja;2015-02-14T00:00:00.000;2008-09-26T00:00:00.000;2008-09-26T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;484;0;2190;0;3850;20240105;2024-01-05T00:00:00.000;14484;5;2497;2190;750;1600;61256;560L;e1*2001/116*0230*12;PU31;AA;0;B;;;;;;
00GXS9;Personenauto;BMW;1ER REIHE;20180706;stationwagen;ZWART;Niet geregistreerd;4;1395;1495;20080226;20080923;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.10;266;Nee;Nee;Nee;2022;Geen oordeel;05;Ja;2018-07-06T00:00:00.000;2008-02-26T00:00:00.000;2008-09-23T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;424;0;1920;0;3195;20230623;2023-06-23T00:00:00.000;12268;5;1995;1920;740;1200;;187;e1*2001/116*0287*11;UH11;AA;0;C;0.00;;;;;
00GZ02;Personenauto;BMW;2002;20100728;Niet geregistreerd;WIT;Niet geregistreerd;4;1044;1144;19720103;19720103;Geen verstrekking in Open Data;Ja;2;4;M1;op r. voorwielscherm onder motorkap;;0.00;250;Nee;Nee;Nee;2021;Geen oordeel;01;Ja;2010-07-28T00:00:00.000;1972-01-03T00:00:00.000;1972-01-03T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;
00HBB4;Personenauto;BMW;5ER REIHE;20140411;stationwagen;ZWART;Niet geregistreerd;6;1605;1705;20081007;20081007;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.09;289;Nee;Nee;Nee;2023;Logisch;00;Ja;2014-04-11T00:00:00.000;2008-10-07T00:00:00.000;2008-10-07T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;484;0;2230;0;4290;20231012;2023-10-12T00:00:00.000;16957;5;2996;2230;750;2000;70689;560L;e1*2001/116*0230*14;PU71;AB;0;B;;;;;;
