kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;bruto_bpm;inrichting;aantal_zitplaatsen;eerste_kleur;tweede_kleur;aantal_cilinders;cilinderinhoud;massa_ledig_voertuig;toegestane_maximum_massa_voertuig;massa_rijklaar;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;type;typegoedkeuringsnummer;variant;uitvoering;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;aantal_rolstoelplaatsen;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;zuinigheidsclassificatie;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;maximum_ondersteunende_snelheid;catalogusprijs;maximum_last_onder_de_vooras_sen_tezamen_koppeling;type_gasinstallatie;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;laadvermogen;aanhangwagen_autonoom_geremd;aanhangwagen_middenas_geremd
00GBH1;Personenauto;NISSAN;NISSAN QASHQAI;20230913;20151223;7873;MPV;5;GRIJS;Niet geregistreerd;4;1997;1429;1960;1529;740;1200;20080912;20080912;Geen verstrekking in Open Data;Ja;4;4;0;0;432;0;M1;r. op schutbord onder motorkap;1960;J10;e11*2001/116*0295*06;E;E02;0;0.07;263;Nee;Nee;Nee;3160;0;2022;Logisch;00;Ja;2023-09-13T00:00:00.000;2015-12-23T00:00:00.000;2008-09-12T00:00:00.000;2008-09-12T00:00:00.000;E;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;
00GBZ4;Personenauto;NISSAN;NISSAN NOTE;20231009;20151012;4768;MPV;5;GRIJS;Niet geregistreerd;4;1598;1106;1580;1206;510;750;20080614;20080614;Geen verstrekking in Open Data;Ja;4;4;0;0;408;0;M1;r. tegen schutbord onder motorkap;1580;E11;e11*2001/116*0268*05;B;B02;0;0.07;260;Nee;Nee;Nee;2330;0;2022;Logisch;00;Ja;2023-10-09T00:00:00.000;2015-10-12T00:00:00.000;2008-06-14T00:00:00.000;2008-06-14T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;;;;;;;;
00GDG4;Personenauto;NISSAN;NISSAN NOTE;20231209;20221209;3755;MPV;5;GRIJS;Niet geregistreerd;4;1386;1067;1546;1167;510;945;20080613;20080613;Geen verstrekking in Open Data;Ja;4;4;0;0;408;0;M1;r. tegen schutbord onder motorkap;1546;E11;e11*2001/116*0268*04;A;A01;0;0.06;260;Nee;Nee;Nee;2491;0;2022;Logisch;00;Ja;2023-12-09T00:00:00.000;2022-12-09T00:00:00.000;2008-06-13T00:00:00.000;2008-06-13T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;;;;;;;;
00GFR1;Personenauto;NISSAN;NISSAN NOTE;20231112;20211112;3336;MPV;5;GRIJS;Niet geregistreerd;4;1386;1067;1546;1167;510;945;20080618;20080618;Geen verstrekking in Open Data;Ja;4;4;0;0;408;0;M1;r. tegen schutbord onder motorkap;1546;E11;e11*2001/116*0268*04;A;A01;0;0.06;260;Nee;Nee;Nee;2491;0;2022;Logisch;00;Ja;2023-11-12T00:00:00.000;2021-11-12T00:00:00.000;2008-06-18T00:00:00.000;2008-06-18T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;;;;;;;;
00GFT3;Personenauto;NISSAN;NISSAN QASHQAI;20230620;20121009;6463;MPV;5;GRIJS;Niet geregistreerd;4;1997;1331;1960;1431;685;1400;20080620;20080620;Geen verstrekking in Open Data;Ja;4;4;0;0;432;0;M1;r. op schutbord onder motorkap;1960;J10;e11*2001/116*0295*06;B;B01;0;0.07;263;Nee;Nee;Nee;3360;0;2022;Logisch;00;Ja;2023-06-20T00:00:00.000;2012-10-09T00:00:00.000;2008-06-20T00:00:00.000;2008-06-20T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;
00GFX4;Personenauto;NISSAN;NISSAN QASHQAI;20240120;20190118;6463;MPV;5;GRIJS;Niet geregistreerd;4;1997;1331;1960;1431;685;1400;20080612;20080612;Geen verstrekking in Open Data;Ja;4;4;0;0;432;0;M1;r. op schutbord onder motorkap;1960;J10;e11*2001/116*0295*06;B;B01;0;0.07;263;Nee;Nee;Nee;3360;0;2023;Logisch;00;Ja;2024-01-20T00:00:00.000;2019-01-18T00:00:00.000;2008-06-12T00:00:00.000;2008-06-12T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;
00GGG5;Personenauto;NISSAN;NISSAN QASHQAI;20230619;20110128;8620;MPV;5;GRIJS;Niet geregistreerd;4;1997;1390;1960;1490;740;1400;20080619;20080619;Geen verstrekking in Open Data;Ja;4;4;0;0;432;0;M1;r. op schutbord onder motorkap;1960;J10;e11*2001/116*0295*06;E;E01;0;0.07;263;Nee;Nee;Nee;3360;0;2022;Logisch;00;Ja;2023-06-19T00:00:00.000;2011-01-28T00:00:00.000;2008-06-19T00:00:00.000;2008-06-19T00:00:00.000;E;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;
00GGJ7;Personenauto;NISSAN;NISSAN QASHQAI;20230620;20190426;4943;MPV;5;ZWART;Niet geregistreerd;4;1598;1272;1830;1372;685;1200;20080620;20080620;Geen verstrekking in Open Data;Ja;4;4;0;0;432;0;M1;r. op schutbord onder motorkap;1830;J10;e11*2001/116*0295*06;A;A01;0;0.06;263;Nee;Nee;Nee;3030;0;2022;Logisch;00;Ja;2023-06-20T00:00:00.000;2019-04-26T00:00:00.000;2008-06-20T00:00:00.000;2008-06-20T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;
00GHJ7;Personenauto;NISSAN;NISSAN NOTE;20230704;20120308;3755;MPV;5;ZWART;Niet geregistreerd;4;1386;1067;1546;1167;510;945;20080703;20080703;Geen verstrekking in Open Data;Ja;4;4;0;0;408;0;M1;r. tegen schutbord onder motorkap;1546;E11;e11*2001/116*0268*04;A;A01;0;0.06;260;Nee;Nee;Nee;2491;0;2022;Logisch;00;Ja;2023-07-04T00:00:00.000;2012-03-08T00:00:00.000;2008-07-03T00:00:00.000;2008-07-03T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;;;;;;;;
00GHN8;Personenauto;NISSAN;NISSAN NOTE;20230510;20170506;4768;MPV;5;ZWART;Niet geregistreerd;4;1598;1106;1580;1206;510;750;20080627;20080627;Geen verstrekking in Open Data;Ja;4;4;0;0;408;0;M1;r. tegen schutbord onder motorkap;1580;;e11*2001/116*0268*01;B;B02;0;0.07;260;Nee;Nee;Nee;2330;0;2022;Logisch;00;Ja;2023-05-10T00:00:00.000;2017-05-06T00:00:00.000;2008-06-27T00:00:00.000;2008-06-27T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;
00GHV3;Personenauto;NISSAN;NISSAN MICRA;20231208;20211129;2090;hatchback;5;GRIJS;Niet geregistreerd;4;1240;921;1475;1021;510;800;20081204;20081204;Geen verstrekking in Open Data;Ja;2;4;0;0;372;0;M1;r. tegen schutbord onder motorkap;1475;K12;e11*2001/116*0195*09;B;B01;0;0.05;243;Nee;Nee;Nee;2275;0;2022;Logisch;00;Ja;2023-12-08T00:00:00.000;2021-11-29T00:00:00.000;2008-12-04T00:00:00.000;2008-12-04T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;;;;;;;;
00GJR8;Personenauto;NISSAN;NISSAN NOTE;20240209;20230208;4768;MPV;5;GRIJS;Niet geregistreerd;4;1598;1106;1580;1206;510;750;20080718;20080718;Geen verstrekking in Open Data;Ja;4;4;0;0;408;0;M1;r. tegen schutbord onder motorkap;1580;E11;e11*2001/116*0268*05;B;B02;0;0.07;260;Nee;Nee;Nee;2330;0;2023;Logisch;00;Ja;2024-02-09T00:00:00.000;2023-02-08T00:00:00.000;2008-07-18T00:00:00.000;2008-07-18T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;;;;;;;;
00GKT1;Personenauto;NISSAN;NISSAN QASHQAI;20230929;20101015;6817;MPV;5;GRIJS;Niet geregistreerd;4;1997;1331;1960;1431;685;1400;20080912;20080912;Geen verstrekking in Open Data;Ja;4;4;0;0;432;0;M1;r. op schutbord onder motorkap;1960;J10;e11*2001/116*0295*07;B;B01;0;0.07;263;Nee;Nee;Nee;3360;0;2022;Logisch;00;Ja;2023-09-29T00:00:00.000;2010-10-15T00:00:00.000;2008-09-12T00:00:00.000;2008-09-12T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;
00GKX6;Personenauto;NISSAN;NISSAN MICRA;20230723;20201129;4457;hatchback;5;BRUIN;Niet geregistreerd;4;1386;980;1490;1080;510;730;20080723;20080723;Geen verstrekking in Open Data;Ja;4;4;0;0;372;0;M1;r. tegen schutbord onder motorkap;1490;K12;e11*2001/116*0195*09;G;G02;0;0.06;243;Nee;Nee;Nee;2220;0;2022;Logisch;00;Ja;2023-07-23T00:00:00.000;2020-11-29T00:00:00.000;2008-07-23T00:00:00.000;2008-07-23T00:00:00.000;E;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;;;;;;;;
00GLH4;Personenauto;NISSAN;NISSAN NOTE;20230726;20080725;3336;MPV;5;BLAUW;Niet geregistreerd;4;1386;1067;1546;1167;510;945;20080725;20080725;Geen verstrekking in Open Data;Ja;4;4;0;0;408;0;M1;r. tegen schutbord onder motorkap;1546;E11;e11*2001/116*0268*04;A;A01;0;0.06;260;Nee;Nee;Nee;2491;0;2022;Logisch;00;Ja;2023-07-26T00:00:00.000;2008-07-25T00:00:00.000;2008-07-25T00:00:00.000;2008-07-25T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;;;;;;;;
00GLP3;Personenauto;NISSAN;NISSAN QASHQAI;20230818;20210820;7394;MPV;5;ZWART;Niet geregistreerd;4;1997;1353;1960;1453;685;1200;20080724;20080724;Geen verstrekking in Open Data;Ja;4;4;0;0;432;0;M1;r. op schutbord onder motorkap;1960;J10;e11*2001/116*0295*07;B;B02;0;0.07;263;Nee;Nee;Nee;3160;0;2022;Logisch;00;Ja;2023-08-18T00:00:00.000;2021-08-20T00:00:00.000;2008-07-24T00:00:00.000;2008-07-24T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;
00GND5;Personenauto;NISSAN;NISSAN QASHQAI;20230925;20180903;6817;MPV;5;ZWART;Niet geregistreerd;4;1997;1331;1960;1431;685;1400;20080925;20080925;Geen verstrekking in Open Data;Ja;4;4;0;0;432;0;M1;r. op schutbord onder motorkap;1960;J10;e11*2001/116*0295*07;B;B01;0;0.07;263;Nee;Nee;Nee;3360;0;2022;Logisch;00;Ja;2023-09-25T00:00:00.000;2018-09-03T00:00:00.000;2008-09-25T00:00:00.000;2008-09-25T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;
00GNF2;Personenauto;NISSAN;NISSAN NOTE;20230802;20110826;3939;MPV;5;BRUIN;Niet geregistreerd;4;1386;1067;1546;1167;510;945;20080801;20080801;Geen verstrekking in Open Data;Ja;4;4;0;0;408;0;M1;r. tegen schutbord onder motorkap;1546;E11;e11*2001/116*0268*04;A;A01;0;0.06;260;Nee;Nee;Nee;2491;0;2022;Logisch;00;Ja;2023-08-02T00:00:00.000;2011-08-26T00:00:00.000;2008-08-01T00:00:00.000;2008-08-01T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;;;;;;;;
00GNX3;Personenauto;NISSAN;NISSAN NOTE;20230425;20170809;3336;MPV;5;BLAUW;Niet geregistreerd;4;1386;1067;1546;1167;510;945;20080807;20080807;Geen verstrekking in Open Data;Ja;4;4;0;0;408;0;M1;r. tegen schutbord onder motorkap;1546;E11;e11*2001/116*0268*04;A;A01;0;0.06;260;Nee;Nee;Nee;2491;0;2022;Geen oordeel;07;Ja;2023-04-25T00:00:00.000;2017-08-09T00:00:00.000;2008-08-07T00:00:00.000;2008-08-07T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;;;;;;;;
00GPB9;Personenauto;NISSAN;NISSAN QASHQAI;20230927;20211215;7394;MPV;5;ZWART;Niet geregistreerd;4;1997;1353;1960;1453;685;1200;20080815;20080815;Geen verstrekking in Open Data;Ja;4;4;0;0;432;0;M1;r. op schutbord onder motorkap;1960;J10;e11*2001/116*0295*07;B;B02;0;0.07;263;Nee;Nee;Nee;3160;0;2022;Logisch;00;Ja;2023-09-27T00:00:00.000;2021-12-15T00:00:00.000;2008-08-15T00:00:00.000;2008-08-15T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;
00GPG4;Personenauto;NISSAN;NISSAN QASHQAI;20230809;20190409;7787;MPV;5;ZWART;Niet geregistreerd;4;1997;1331;1960;1431;685;1400;20080809;20080809;Geen verstrekking in Open Data;Ja;4;4;0;0;432;0;M1;r. op schutbord onder motorkap;1960;J10;e11*2001/116*0295*07;B;B01;0;0.07;263;Nee;Nee;Nee;3360;0;2022;Logisch;00;Ja;2023-08-09T00:00:00.000;2019-04-09T00:00:00.000;2008-08-09T00:00:00.000;2008-08-09T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;
00GPJ9;Personenauto;NISSAN;NISSAN QASHQAI;20230930;20180917;8450;MPV;5;ZWART;Niet geregistreerd;4;1997;1429;1960;1529;740;1200;20080822;20080822;Geen verstrekking in Open Data;Ja;4;4;0;0;432;0;M1;r. op schutbord onder motorkap;1960;J10;e11*2001/116*0295*07;E;E02;0;0.07;263;Nee;Nee;Nee;3160;0;2022;Logisch;00;Ja;2023-09-30T00:00:00.000;2018-09-17T00:00:00.000;2008-08-22T00:00:00.000;2008-08-22T00:00:00.000;E;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;
00GPL9;Personenauto;NISSAN;NISSAN MICRA;20230705;20220705;2123;hatchback;5;BLAUW;Niet geregistreerd;4;1240;921;1475;1021;510;800;20080807;20080807;Geen verstrekking in Open Data;Ja;2;4;0;0;372;0;M1;r. tegen schutbord onder motorkap;1475;K12;e11*2001/116*0195*09;B;B01;0;0.05;243;Nee;Nee;Nee;2275;0;2022;Logisch;00;Ja;2023-07-05T00:00:00.000;2022-07-05T00:00:00.000;2008-08-07T00:00:00.000;2008-08-07T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;;;;;;;;
00GRG1;Personenauto;NISSAN;NISSAN QASHQAI;20240107;20220113;7971;MPV;5;GRIJS;Niet geregistreerd;4;1997;1353;1960;1453;685;1200;20081201;20081201;Geen verstrekking in Open Data;Ja;4;4;0;0;432;0;M1;r. op schutbord onder motorkap;1960;J10;e11*2001/116*0295*07;B;B02;0;0.07;263;Nee;Nee;Nee;3160;0;2022;Logisch;00;Ja;2024-01-07T00:00:00.000;2022-01-13T00:00:00.000;2008-12-01T00:00:00.000;2008-12-01T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;
00GRH9;Personenauto;NISSAN;NISSAN QASHQAI;20230630;20140712;6463;MPV;5;BLAUW;Niet geregistreerd;4;1997;1331;1960;1431;685;1400;20080906;20080906;Geen verstrekking in Open Data;Ja;4;4;0;0;432;0;M1;r. op schutbord onder motorkap;1960;J10;e11*2001/116*0295*07;B;B01;0;0.07;263;Nee;Nee;Nee;3360;0;2022;Logisch;00;Ja;2023-06-30T00:00:00.000;2014-07-12T00:00:00.000;2008-09-06T00:00:00.000;2008-09-06T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;
00GRR2;Personenauto;NISSAN;NISSAN MICRA;20230826;20080825;3178;hatchback;5;ORANJE;Niet geregistreerd;4;1240;974;1490;1074;350;350;20080825;20080825;Geen verstrekking in Open Data;Ja;4;4;0;0;372;0;M1;r. tegen schutbord onder motorkap;1490;K12;e11*2001/116*0195*09;F;F03;0;0.05;243;Nee;Nee;Nee;1840;0;2022;Logisch;00;Ja;2023-08-26T00:00:00.000;2008-08-25T00:00:00.000;2008-08-25T00:00:00.000;2008-08-25T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;;;;;;;;
00GRZ3;Personenauto;NISSAN;NISSAN QASHQAI;20230830;20190525;4943;MPV;5;GRIJS;Niet geregistreerd;4;1598;1272;1830;1372;685;1200;20080829;20080829;Geen verstrekking in Open Data;Ja;4;4;0;0;432;0;M1;r. op schutbord onder motorkap;1830;J10;e11*2001/116*0295*08;A;A01;0;0.06;263;Nee;Nee;Nee;3030;0;2022;Logisch;00;Ja;2023-08-30T00:00:00.000;2019-05-25T00:00:00.000;2008-08-29T00:00:00.000;2008-08-29T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;
00GSK2;Personenauto;NISSAN;NISSAN QASHQAI;20231008;20191104;4943;MPV;5;ZWART;Niet geregistreerd;4;1598;1272;1830;1372;685;1200;20080929;20080929;Geen verstrekking in Open Data;Ja;4;4;0;0;432;0;M1;r. op schutbord onder motorkap;1830;J10;e11*2001/116*0295*08;A;A01;0;0.06;263;Nee;Nee;Nee;3030;0;2022;Logisch;00;Ja;2023-10-08T00:00:00.000;2019-11-04T00:00:00.000;2008-09-29T00:00:00.000;2008-09-29T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;
00GSV7;Personenauto;NISSAN;NISSAN QASHQAI;20231005;20180420;4616;MPV;5;ZWART;Niet geregistreerd;4;1598;1272;1830;1372;685;1200;20081003;20081003;Geen verstrekking in Open Data;Ja;4;4;0;0;432;0;M1;r. op schutbord onder motorkap;1830;J10;e11*2001/116*0295*08;A;A01;0;0.06;263;Nee;Ja;Nee;3030;0;2022;Logisch;00;Ja;2023-10-05T00:00:00.000;2018-04-20T00:00:00.000;2008-10-03T00:00:00.000;2008-10-03T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;
00GTF8;Personenauto;NISSAN;NISSAN QASHQAI;20230224;20210226;5204;MPV;5;GRIJS;Niet geregistreerd;4;1598;1272;1830;1372;685;1200;20080915;20080915;Geen verstrekking in Open Data;Ja;4;4;0;0;432;0;M1;r. op schutbord onder motorkap;1830;J10;e11*2001/116*0295*08;A;A01;0;0.06;263;Nee;Nee;Nee;3030;0;2022;Logisch;00;Ja;2023-02-24T00:00:00.000;2021-02-26T00:00:00.000;2008-09-15T00:00:00.000;2008-09-15T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;
00GTJ4;Personenauto;NISSAN;NISSAN NOTE;20231130;20190615;3834;MPV;5;ROOD;Niet geregistreerd;4;1386;1067;1546;1167;510;945;20080905;20080905;Geen verstrekking in Open Data;Ja;4;4;0;0;408;0;M1;r. tegen schutbord onder motorkap;1546;E11;e11*2001/116*0268*04;A;A01;0;0.06;260;Nee;Ja;Nee;2491;0;2022;Logisch;00;Ja;2023-11-30T00:00:00.000;2019-06-15T00:00:00.000;2008-09-05T00:00:00.000;2008-09-05T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;;;;;;;;
00GVX9;Personenauto;NISSAN;NISSAN NOTE;20230909;20150703;3834;MPV;5;BLAUW;Niet geregistreerd;4;1386;1067;1546;1167;510;945;20080924;20080924;Geen verstrekking in Open Data;Ja;4;4;0;0;408;0;M1;r. tegen schutbord onder motorkap;1546;E11;e11*2001/116*0268*04;A;A01;0;0.06;260;Nee;Nee;Nee;2491;0;2022;Logisch;00;Ja;2023-09-09T00:00:00.000;2015-07-03T00:00:00.000;2008-09-24T00:00:00.000;2008-09-24T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;;;;;;;;
