kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;bruto_bpm;inrichting;aantal_zitplaatsen;eerste_kleur;tweede_kleur;aantal_cilinders;cilinderinhoud;massa_ledig_voertuig;toegestane_maximum_massa_voertuig;massa_rijklaar;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;type;typegoedkeuringsnummer;variant;uitvoering;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;aantal_rolstoelplaatsen;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;zuinigheidsclassificatie;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;maximum_ondersteunende_snelheid;catalogusprijs;maximum_last_onder_de_vooras_sen_tezamen_koppeling;type_gasinstallatie;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;laadvermogen;aanhangwagen_autonoom_geremd;aanhangwagen_middenas_geremd
00ZHH3;Personenauto;NISSAN;NISSAN QASHQAI+2;20231115;20170408;6546;MPV;7;WIT;Niet geregistreerd;4;1598;1280;2072;1380;690;1200;20121115;20121115;Geen verstrekking in Open Data;Ja;4;4;0;0;454;0;M1;r. op schutbord onder motorkap;2072;J10;e11*2001/116*0295*22;A;A06;0;0.06;277;Nee;Nee;Nee;3272;0;2022;Logisch;00;Ja;2023-11-15T00:00:00.000;2017-04-08T00:00:00.000;2012-11-15T00:00:00.000;2012-11-15T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;30593;;;;;;;
00ZKT7;Personenauto;NISSAN;NISSAN QASHQAI;20231222;20121222;10331;stationwagen;5;GRIJS;Niet geregistreerd;4;1997;1255;1960;1355;677;1400;20121222;20121222;Geen verstrekking in Open Data;Ja;4;4;0;0;433;0;M1;r. op schutbord onder motorkap;1960;J10;e11*2001/116*0295*21;G;G03;0;0.08;263;Nee;Nee;Nee;3360;0;2022;Logisch;00;Ja;2023-12-22T00:00:00.000;2012-12-22T00:00:00.000;2012-12-22T00:00:00.000;2012-12-22T00:00:00.000;E;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;32149;;;;;;;
00ZLX2;Personenauto;NISSAN;NISSAN PIXO;20230501;20200615;;hatchback;4;BLAUW;Niet geregistreerd;3;996;830;1250;930;100;200;20130116;20130116;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;by schutbord;1250;HF;e6*2001/116*0124*03;D31S;MT;0;0.05;236;Nee;Nee;Nee;1450;0;2022;Logisch;00;Ja;2023-05-01T00:00:00.000;2020-06-15T00:00:00.000;2013-01-16T00:00:00.000;2013-01-16T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;10474;;;;;;;
00ZLX3;Personenauto;NISSAN;NISSAN QASHQAI;20230722;20190712;5445;MPV;5;GRIJS;Niet geregistreerd;4;1598;1225;1830;1325;662;1200;20130116;20130116;Geen verstrekking in Open Data;Ja;4;4;0;0;433;0;M1;r. op schutbord onder motorkap;1830;J10;e11*2001/116*0295*24;A;A05;0;0.06;263;Nee;Nee;Nee;3030;0;2022;Logisch;00;Ja;2023-07-22T00:00:00.000;2019-07-12T00:00:00.000;2013-01-16T00:00:00.000;2013-01-16T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;28989;;;;;;;
00ZLX4;Personenauto;NISSAN;NISSAN JUKE;20230228;20221122;5664;MPV;5;ZWART;Niet geregistreerd;4;1598;1155;1675;1255;627;1250;20130228;20130228;Geen verstrekking in Open Data;Nee;4;4;0;0;414;0;M1;r. schutbord;1675;F15;e11*2007/46*0132*04;A;A02;0;0.07;253;Nee;Nee;Nee;2925;0;2022;Logisch;00;Ja;2023-02-28T00:00:00.000;2022-11-22T00:00:00.000;2013-02-28T00:00:00.000;2013-02-28T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;24989;;;;;;;
00ZNK7;Personenauto;NISSAN;NISSAN QASHQAI;20230519;20170519;5445;MPV;5;ZWART;Niet geregistreerd;4;1598;1225;1830;1325;662;1200;20130228;20130228;Geen verstrekking in Open Data;Ja;4;4;0;0;433;0;M1;r. op schutbord onder motorkap;1830;J10;e11*2001/116*0295*24;A;A05;0;0.06;263;Nee;Nee;Nee;3030;0;2022;Logisch;00;Ja;2023-05-19T00:00:00.000;2017-05-19T00:00:00.000;2013-02-28T00:00:00.000;2013-02-28T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;28989;;;;;;;
00ZNK8;Personenauto;NISSAN;NISSAN PIXO;20240107;20190326;;hatchback;4;PAARS;Niet geregistreerd;3;996;830;1250;930;100;200;20121231;20121231;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;by schutbord;1250;HF;e6*2001/116*0124*03;D31S;MT;0;0.05;236;Nee;Nee;Nee;1450;0;2023;Logisch;00;Ja;2024-01-07T00:00:00.000;2019-03-26T00:00:00.000;2012-12-31T00:00:00.000;2012-12-31T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;10474;;;;;;;
00ZPD1;Personenauto;NISSAN;NISSAN NOTE;20230316;20140408;5668;MPV;5;WIT;Niet geregistreerd;4;1598;1082;1560;1182;510;1000;20130315;20130315;Geen verstrekking in Open Data;Ja;4;4;0;0;410;0;M1;r. tegen schutbord onder motorkap;1560;E11;e11*2001/116*0268*13;B;B03;0;0.07;260;Nee;Nee;Nee;2560;0;2022;Logisch;00;Ja;2023-03-16T00:00:00.000;2014-04-08T00:00:00.000;2013-03-15T00:00:00.000;2013-03-15T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;20639;;;;;;;
00ZPR6;Personenauto;NISSAN;NISSAN QASHQAI;20230425;20170428;9371;stationwagen;5;GRIJS;Niet geregistreerd;4;1997;1255;1960;1355;677;1400;20130104;20130104;Geen verstrekking in Open Data;Ja;4;4;0;0;433;0;M1;r. op schutbord onder motorkap;1960;J10;e11*2001/116*0295*24;G;G03;0;0.08;263;Nee;Nee;Nee;3360;0;2022;Logisch;00;Ja;2023-04-25T00:00:00.000;2017-04-28T00:00:00.000;2013-01-04T00:00:00.000;2013-01-04T00:00:00.000;E;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;29949;;;;;;;
00ZRG8;Personenauto;NISSAN;NISSAN PIXO;20240104;20210104;;hatchback;4;ZWART;Niet geregistreerd;3;996;830;1250;930;100;200;20130103;20130103;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;by schutbord;1250;HF;e6*2001/116*0124*04;D31S;MT;0;0.05;236;Nee;Nee;Nee;1450;0;2022;Logisch;00;Ja;2024-01-04T00:00:00.000;2021-01-04T00:00:00.000;2013-01-03T00:00:00.000;2013-01-03T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;9624;;;;;;;
00ZSJ2;Personenauto;NISSAN;PIXO;20231025;20191214;;hatchback;4;GRIJS;Niet geregistreerd;3;996;830;1250;930;100;200;20090701;20130118;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;by schutbord;1250;HF;e6*2001/116*0124*00;D31S;MT;0;0.05;236;Nee;Nee;Nee;1450;0;2022;Geen oordeel;05;Ja;2023-10-25T00:00:00.000;2019-12-14T00:00:00.000;2009-07-01T00:00:00.000;2013-01-18T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;0;;;;;;
00ZSZ5;Personenauto;NISSAN;NISSAN QASHQAI+2;20230511;20210828;6957;MPV;7;GRIJS;Niet geregistreerd;4;1598;1280;2072;1380;690;1200;20130204;20130204;Geen verstrekking in Open Data;Ja;4;4;0;0;454;0;M1;r. op schutbord onder motorkap;2072;J10;e11*2001/116*0295*21;A;A06;0;0.06;277;Nee;Nee;Nee;3272;0;2022;Logisch;00;Ja;2023-05-11T00:00:00.000;2021-08-28T00:00:00.000;2013-02-04T00:00:00.000;2013-02-04T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;32086;;;;;;;
00ZTD5;Personenauto;NISSAN;NISSAN ALMERA;20240201;20130201;3644;hatchback;5;GRIJS;Niet geregistreerd;4;1497;1154;1710;1254;600;1000;20040817;20130201;Geen verstrekking in Open Data;Ja;4;4;0;0;420;0;M1;r. tegen schutbord onder motorkap;1710;;e11*98/14*0129*11;R;R03;0;0.06;254;Nee;Nee;Nee;2710;0;2023;Geen oordeel;05;Ja;2024-02-01T00:00:00.000;2013-02-01T00:00:00.000;2004-08-17T00:00:00.000;2013-02-01T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;17965;0;;;;;;
00ZXB5;Personenauto;NISSAN;NISSAN MICRA;20230301;20150122;500;MPV;5;WIT;Niet geregistreerd;3;1198;960;1505;1060;;;20130301;20130301;Geen verstrekking in Open Data;Ja;4;4;0;0;378;0;M1;r. schutbord;1505;K13;e13*2007/46*1111*03;B;B03;0;0.07;245;Nee;Nee;Nee;0;0;2022;Logisch;00;Ja;2023-03-01T00:00:00.000;2015-01-22T00:00:00.000;2013-03-01T00:00:00.000;2013-03-01T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;14005;;;;;;;
00ZXK8;Personenauto;NISSAN;NISSAN QASHQAI+2;20230807;20200808;6957;MPV;7;GRIJS;Niet geregistreerd;4;1598;1280;2072;1380;690;1200;20130305;20130305;Geen verstrekking in Open Data;Ja;4;4;0;0;454;0;M1;r. op schutbord onder motorkap;2072;J10;e11*2001/116*0295*24;A;A06;0;0.06;277;Nee;Nee;Nee;3272;0;2022;Logisch;00;Ja;2023-08-07T00:00:00.000;2020-08-08T00:00:00.000;2013-03-05T00:00:00.000;2013-03-05T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;32230;;;;;;;
00ZXN9;Personenauto;NISSAN;NISSAN MICRA;20240307;20200519;2500;MPV;5;WIT;Niet geregistreerd;3;1198;885;1425;985;;;20130307;20130307;Geen verstrekking in Open Data;Ja;4;4;0;0;378;0;M1;r. schutbord;1425;K13;e13*2007/46*1111*03;A;A01;0;0.06;245;Nee;Nee;Nee;0;0;2023;Logisch;00;Ja;2024-03-07T00:00:00.000;2020-05-19T00:00:00.000;2013-03-07T00:00:00.000;2013-03-07T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;11500;;;;;;;
0143GV;Land- of bosbouwtrekker;NISSAN;PATROL GR 2.8DT HTP VAN;;20210607;;Niet geregistreerd;;N.v.t.;N.v.t.;;;;;;;;19930630;20210607;Geen verstrekking in Open Data;Ja;;;;;;;T;;;;;;;;0.00;;Nee;Nee;Nee;;;;Niet geregistreerd;NG;Ja;;2021-06-07T00:00:00.000;1993-06-30T00:00:00.000;2021-06-07T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;
01BBXR;Bedrijfsauto;NISSAN;PATROL GR 3.0DI TURBO 5DR VAN;20130213;20221004;;gesloten opbouw;;N.v.t.;N.v.t.;4;2953;2400;3080;2500;750;3500;20020322;20020322;Geen verstrekking in Open Data;Ja;0;4;0;0;0;193;N1;r. balk v. vooras;3080;;;;;0;0.05;297;Nee;Ja;Nee;6580;;2022;Onlogisch;04;Ja;2013-02-13T00:00:00.000;2022-10-04T00:00:00.000;2002-03-22T00:00:00.000;2002-03-22T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;680;3500;3500
01BFDN;Bedrijfsauto;NISSAN;TERRANO 2.7 TDI 5DR VAN;20230920;20181001;;gesloten opbouw;2;N.v.t.;N.v.t.;4;2664;1750;2580;1850;750;;20020710;20020710;Geen verstrekking in Open Data;Ja;0;4;0;0;0;176;N1;tegen r. balk 120 cm a. vooras;2580;;;;;0;0.05;265;Nee;Nee;Nee;5380;;2022;Logisch;00;Ja;2023-09-20T00:00:00.000;2018-10-01T00:00:00.000;2002-07-10T00:00:00.000;2002-07-10T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;830;2800;2800
01BFFT;Bedrijfsauto;NISSAN;TERRANO 2.7 TDI 3DR VAN;20230723;20201218;;gesloten opbouw;2;N.v.t.;N.v.t.;4;2664;1665;2510;1765;750;;20020814;20020814;Geen verstrekking in Open Data;Ja;0;4;0;0;0;176;N1;tegen r. balk 120 cm a. vooras;2510;;;;;0;0.05;245;Nee;Nee;Nee;5310;;2022;Logisch;00;Ja;2023-07-23T00:00:00.000;2020-12-18T00:00:00.000;2002-08-14T00:00:00.000;2002-08-14T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;845;2800;2800
01BGTX;Bedrijfsauto;NISSAN;PICKUP KING CAB 2.5DI;20230625;20140522;;open wagen;2;N.v.t.;N.v.t.;4;2488;1500;2630;1600;750;;20030207;20030207;Geen verstrekking in Open Data;Ja;0;4;0;0;0;169;N1;tegen r. balk 135 cm a. vooras;2630;;;;;0;0.06;295;Nee;Nee;Nee;4630;;2022;Logisch;00;Ja;2023-06-25T00:00:00.000;2014-05-22T00:00:00.000;2003-02-07T00:00:00.000;2003-02-07T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;1130;2000;2000
01BHNT;Bedrijfsauto;NISSAN;PATROL GR 3.0 DI TURBO HTP AUT;20230809;20160217;;gesloten opbouw;2;N.v.t.;N.v.t.;4;2953;2215;2850;2315;750;;20030426;20030426;Geen verstrekking in Open Data;Ja;0;4;0;0;0;193;N1;tegen r. balk 135 cm a. vooras;2850;;;;;0;0.05;240;Nee;Nee;Nee;5350;;2022;Logisch;00;Ja;2023-08-09T00:00:00.000;2016-02-17T00:00:00.000;2003-04-26T00:00:00.000;2003-04-26T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;635;2500;2500
01BHZK;Bedrijfsauto;NISSAN;PICKUP KING CAB 2.5DI;20230422;20170904;;open wagen;2;N.v.t.;N.v.t.;4;2488;1500;2630;1600;750;;20030516;20030516;Geen verstrekking in Open Data;Ja;0;4;0;0;0;169;N1;tegen r. balk 135 cm a. vooras;2630;;;;;0;0.06;295;Nee;Nee;Nee;4630;;2022;Logisch;00;Ja;2023-04-22T00:00:00.000;2017-09-04T00:00:00.000;2003-05-16T00:00:00.000;2003-05-16T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;1130;2000;2000
01BJBV;Bedrijfsauto;NISSAN;PICKUP KING CAB 2.5DI 4WD;20231202;20190501;;open wagen;2;N.v.t.;N.v.t.;4;2488;1750;2860;1850;750;;20030519;20030519;Geen verstrekking in Open Data;Ja;0;4;0;0;0;183;N1;tegen r. balk 135 cm a. vooras;2860;;;;;0;0.05;295;Nee;Nee;Nee;5860;;2022;Logisch;00;Ja;2023-12-02T00:00:00.000;2019-05-01T00:00:00.000;2003-05-19T00:00:00.000;2003-05-19T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;1110;3000;3000
01BJJR;Bedrijfsauto;NISSAN;NISSAN PATROL GR;20230930;20091127;;gesloten opbouw;;N.v.t.;N.v.t.;4;;2260;2850;2360;750;;20030723;20030723;Geen verstrekking in Open Data;Ja;;4;;;;193;N1;tegen r. balk 135 cm a. vooras;2850;;;;;;0.05;240;Nee;Nee;Nee;6350;;2022;Logisch;00;Ja;2023-09-30T00:00:00.000;2009-11-27T00:00:00.000;2003-07-23T00:00:00.000;2003-07-23T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;0;;;;590;3500;3500
01BJPG;Bedrijfsauto;NISSAN;X-TRAIL 2.2 CDI VAN;20240126;20211111;;gesloten opbouw;;N.v.t.;N.v.t.;4;2184;1535;2050;1635;750;;20030711;20030711;Geen verstrekking in Open Data;Ja;0;4;0;0;0;177;N1;op bodemplaat by r. voorzitting;2050;;;;;0;0.05;263;Nee;Nee;Nee;4050;;2023;Logisch;00;Ja;2024-01-26T00:00:00.000;2021-11-11T00:00:00.000;2003-07-11T00:00:00.000;2003-07-11T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;515;2000;2000
01BKBB;Bedrijfsauto;NISSAN;NISSAN PATROL GR;20230328;20180403;;gesloten opbouw;;N.v.t.;N.v.t.;4;;2200;2850;2300;750;;20030827;20030827;Geen verstrekking in Open Data;Ja;;4;;;;197;N1;tegen r. balk 135 cm a. vooras;2850;;;;;;0.05;240;Nee;Nee;Nee;6350;;2022;Logisch;00;Ja;2023-03-28T00:00:00.000;2018-04-03T00:00:00.000;2003-08-27T00:00:00.000;2003-08-27T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;0;;;;650;3500;3500
01BKXG;Bedrijfsauto;NISSAN;PRIMASTAR 1000 L1 H1 1.9 DCI 82;20230105;20210628;;gesloten opbouw;3;N.v.t.;N.v.t.;4;1870;1675;2700;1775;750;;20040112;20040112;Geen verstrekking in Open Data;Ja;0;4;0;0;0;190;N1;op r. deurdorpel by voorzitting;2700;;;;;0;0.03;310;Nee;Nee;Nee;4700;;2022;Logisch;00;Nee;2023-01-05T00:00:00.000;2021-06-28T00:00:00.000;2004-01-12T00:00:00.000;2004-01-12T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;1025;2000;2000
01BLBG;Bedrijfsauto;NISSAN;KUBISTAR 1.5 DCI 60KW;20230617;20070918;;gesloten opbouw;2;N.v.t.;N.v.t.;4;1461;1045;1680;1145;522;;20040331;20040331;Geen verstrekking in Open Data;Ja;0;4;0;0;0;167;N1;onder r. voorzitting op dwarsbalk;1680;;;;;0;0.05;260;Nee;Nee;Nee;2500;;2022;Logisch;00;Ja;2023-06-17T00:00:00.000;2007-09-18T00:00:00.000;2004-03-31T00:00:00.000;2004-03-31T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;635;820;820
01BLLT;Bedrijfsauto;NISSAN;PRIMASTAR 1200 L2 H1 1.9 DCI 100 DC;20240208;20180209;;gesloten opbouw;6;N.v.t.;N.v.t.;4;1870;1769;2940;1869;750;2000;20040225;20040225;Geen verstrekking in Open Data;Ja;0;4;0;0;0;190;N1;op r. deurdorpel by voorzitting;2940;;;;;0;0.04;350;Nee;Nee;Nee;4940;;2023;Logisch;00;Ja;2024-02-08T00:00:00.000;2018-02-09T00:00:00.000;2004-02-25T00:00:00.000;2004-02-25T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;1171;2000;2000
01BNRJ;Bedrijfsauto;NISSAN;PICKUP KING CAB 2.5DI 4WD;20231118;20040630;;open wagen;2;N.v.t.;N.v.t.;4;2488;1750;2860;1850;750;;20040630;20040630;Geen verstrekking in Open Data;Ja;0;4;0;0;0;183;N1;tegen r. balk 135 cm a. vooras;2860;;;;;0;0.05;295;Nee;Nee;Nee;5860;;2022;Logisch;00;Ja;2023-11-18T00:00:00.000;2004-06-30T00:00:00.000;2004-06-30T00:00:00.000;2004-06-30T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;1110;3000;3000
01BNSH;Bedrijfsauto;NISSAN;X-TRAIL 2.2 CDI VAN;20230608;20171111;;gesloten opbouw;2;N.v.t.;N.v.t.;4;2184;1550;2050;1650;750;2000;20040528;20040528;Geen verstrekking in Open Data;Ja;0;4;0;0;0;177;N1;op bodemplaat by r. voorzitting;2050;;;;;0;0.06;263;Nee;Nee;Nee;4050;;2022;Logisch;00;Ja;2023-06-08T00:00:00.000;2017-11-11T00:00:00.000;2004-05-28T00:00:00.000;2004-05-28T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;500;2000;2000
